rate,sol_id,ts_cnt,bank_id,del_flg,dc_b2kid,insu_amt,insu_num,ratecode,date_clsd,date_opnd,func_code,insu_pcnt,lchg_time,paysys_id,rcre_time,reimb_ind,revoc_flg,tenor_ind,dc_ref_num,dc_text_id,fd_ref_num,free_text1,free_text2,free_text3,free_text4,fwc_sol_id,limit_pcnt,num_reinst,open_value,payable_at,policy_num,reinst_day,tenor_desc,actl_usance,benef_chrgs,dc_reg_type,expiry_date,policy_date,premium_amt,reinst_type,tran_sol_id,appl_ref_num,available_by,deferred_flg,due_date_ind,insu_company,lchg_user_id,licence_code,ovr_drwn_flg,rcre_user_id,stand_by_flg,advance_value,adv_charg_ind,bill_lodg_amt,cntry_valid_1,cntry_valid_2,confirmed_flg,cont_liab_amt,current_value,dc_carved_amt,dc_const_acid,dc_reinst_amt,inw_dc_b2k_id,party_entered,applicant_name,appl_bank_code,available_with,cntry_origin_1,cntry_origin_2,commodity_code,confirmed_pcnt,dc_contra_acid,drawee_details,entity_cre_flg,insured_by_ind,issu_bank_code,last_ship_date,num_amendments,our_party_acid,pc_margin_pcnt,port_of_destin,port_of_origin,red_clause_flg,reinst_remarks,shipment_terms,actl_agent_code,actl_crncy_code,actl_negot_days,applicable_rule,auto_reinst_flg,chrg_ref_code_1,chrg_ref_code_2,chrg_ref_code_3,cont_liab_crncy,extend_conf_flg,interest_detail,islamic_subtype,issu_party_code,min_margin_pcnt,negot_bank_code,nostro_acct_num,place_of_destin,place_of_expiry,place_of_origin,policy_exp_date,pre_adviced_flg,pre_adviced_ref,purch_order_num,reimb_bank_code,tenor_defer_ind,transferee_code,appl_branch_code,benef_party_code,confirmed_by_ind,dc_bill_util_amt,dc_int_avail_amt,dc_tol_avail_amt,drawee_bank_code,foreign_loan_flg,frwrd_cntrct_num,intend_to_export,issu_branch_code,partshipment_flg,pre_adviced_date,purch_order_date,transhipment_flg,actl_dc_chrg_code,advthru_bank_code,agency_commn_pcnt,avlwith_bank_code,capital_adeq_code,confirm_charg_ind,corresp_bank_code,country_of_expiry,dc_bill_fruct_amt,final_expiry_date,house_airways_flg,issu_bank_ref_num,is_entity_islamic,negative_tol_pcnt,negot_branch_code,open_ended_dc_flg,outside_charg_ind,payment_details_1,payment_details_2,payment_details_3,payment_details_4,paysys_free_code1,paysys_free_code2,paysys_free_code3,paysys_free_code4,paysys_free_code5,reimb_branch_code,revolve_freq_type,tot_confirmed_amt,usance_tenor_days,actl_revolving_flg,advising_bank_code,dc_nobill_util_amt,drawee_branch_code,firstadv_bank_code,limit_id_mandatory,other_bank_ref_num,preadvice_cont_flg,actl_max_num_reinst,actl_tolerance_pcnt,advthru_branch_code,applicable_rule_sub,autoreimb_claim_flg,avail_confirmed_amt,avlwith_branch_code,capital_goods_trans,comm_details_text_1,comm_details_text_2,comm_details_text_3,comm_details_text_4,corresp_branch_code,dc_nobill_fruct_amt,interest_addtnl_amt,murabaha_party_code,other_bank_ref_date,reinst_usance_tenor,shipment_terms_desc,transfer_dc_ref_num,usance_tenor_months,advising_branch_code,firstadv_branch_code,interest_addtnl_rate,internal_expiry_date,internal_limits_reqd,actl_back_to_back_flg,advthru_bank_location,coll_auto_reins_chrgs,confirmation_reqd_flg,dc_gen_liab_trans_flg,drawn_on_oth_bank_flg,notification_receiver,our_party_limit_b2kid,purch_order_amend_num,reimb_applicable_rule,revolve_freq_cal_base,revolve_freq_start_dd,revolve_freq_week_day,revolve_freq_week_num,revolve_next_due_date,actl_transferrable_flg,cavrved_tolerance_pcnt,interest_bill_lodg_amt,interest_bill_util_amt,internal_limit_upd_flg,licence_details_text_1,licence_details_text_2,licence_details_text_3,licence_details_text_4,purch_order_amend_date,revolve_freq_hldy_stat,actl_follower_mode_code,actl_shipment_mode_code,auto_renewal_next_cycle,back_to_back_dc_ref_num,interest_bill_fruct_amt,actl_establish_mode_code,interest_nobill_util_amt,interest_reinstament_amt,mtmd_margin_referred_flg,murbaha_third_party_acid,restrict_on_oth_bank_flg,upft_reinst_liab_revl_dc,interest_nobill_fruct_amt,carved_interest_addtnl_amt,goods_for_third_party_flag,updated_at
96.65,23,8,1,N,DC144037,0,,SEL,,2014-03-27T00:00:00.000000,S,0,2014-06-04T15:08:56,,2014-03-27T15:42:32,N,2,S,2314IM0200001,DC144037,,,,,,,0,0,26690.32,,,0,,0,,ILFSC,2014-06-16T00:00:00.000000,,0,,23,,N,N,G,,SATISHRS,,,SS0358,,0,,26690.32,,,,0.0,26690.32,0,23108073,0,,,BIOMED INTERNATIONAL PVT LTD,,ANY BANK,,,COMDT54243,,23108252,,Y,,BOAN,2014-05-15T00:00:00.000000,0,23562532,0,BIRGUNJ CUSTOMS OFFICE,,N,,FOB,,USD,32,UCP,,,,,USD,,,,23114400,,,,,MALAYSIA,,,N,,,,,,,,,26690.32,,,,,,,23,Y,,,Y,DCCHARGES,,0,,,,,MY,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,THERMAL ROLL/MEDICAL GOODS,"QTY 12000 ROLLS, 7116 PACKS",VALUE USD 26690.32,HS CODE 48234010,,0.0,0,,,,MALAYSIA,,0,23,,0,,,N,,,N,,,,DC15011,0,,,,,,,N,,,,,,,,,,,,SEA,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,12,1,N,DC144104,0,,SEL,,2014-04-11T00:00:00.000000,S,0,2014-06-24T17:03:24,,2014-04-11T11:18:25,N,2,S,0214IM1100034,DC144104,,,,,,,0,0,2205403.0,,,0,AT SIGHT,0,,ILFSC,2014-05-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,2205403.0,,,,0.0,2205403.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-04-30T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,2205403.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,5.0,,,O,,,,,,,,,,,,,0,N,BOAN,110270.15,,,,,,0,5.0,,,,,,,COTTON YARN,"TOTAL AMT: INR 2,205,403.00(+-5%)",TOTAL QTY: 11793.60 KGS,HS CODE: 5205.13.10,,0.0,0,,,,"NEELON, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,12,1,N,DC144125,0,,SEL,,2014-04-16T00:00:00.000000,S,0,2014-06-24T17:03:37,,2014-04-16T16:48:10,N,2,S,0214IM1100035,DC144125,,,,,,,0,0,1988400.0,,,0,,0,,ILFSC,2014-05-30T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,ABHISHEKS,,0,,1988400.0,,,,0.0,1988400.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-05-15T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,1988400.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,10.0,,,O,,,,,,,,,,,,,0,N,BOAN,198840.0,,,,,,0,10.0,,,,,,,COTTON/VISCOSE,"TOTAL AMT: INR 1,988,400.00 (+-10%)",TOTAL QTY: 8000 KGS,HARMONIC CODE: 55101100,,0.0,0,,,,"BADDI, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,29,1,N,DC144196,0,,SEL,,2014-04-30T00:00:00.000000,S,0,2014-06-24T17:03:53,,2014-04-30T16:47:01,N,2,S,0214IM1100041,DC144196,,,,,,,0,0,6616210.0,,,0,AT SIGHT,0,,ILFSC,2014-07-05T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,6616209.0,,,,0.0,6616210.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-06-20T00:00:00.000000,1,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,6616209.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,5.0,,,B,,,,,,,,,,,,,0,N,BOAN,330811.5,,,,,,0,5.0,,,,,,,NE 3011 100% CARDIO COTTON YARN,"TOTAL AMT: INR 6,616,210.00","TOTAL QTY: 35,380.80 KGS",HARMONIC CODE: 5205.13.10,,0.0,0,,,,"SANGRUR, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,12,1,N,DC144242,0,,SEL,,2014-05-15T00:00:00.000000,S,0,2014-06-24T17:04:09,,2014-05-15T13:55:30,N,2,S,0214IM1100043,DC144242,,,,,,,0,0,2352000.0,,,0,,0,,ILFSC,2014-06-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,ABHISHEKS,,0,,2352000.0,,,,0.0,2352000.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-05-31T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INIDA,,,N,,,,,,,,A,2352000.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,NP,0,,N,,N,10.0,,,O,,,,,,,,,,,,,0,N,BOAN,235200.0,,,,,,0,10.0,,,,,,,COTTON CARDED YARN,"TOTAL AMT: INR 2,352,000.00 (+-10%)",TOTAL QTY: 12000 KGS,HARMONIC CODE: 5205.13.10,,0.0,0,,,,"SAMANA, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,17,1,N,DC144067,0,,SEL,,2014-04-01T00:00:00.000000,S,0,2014-06-26T16:47:36,,2014-04-01T13:18:00.000000,N,2,S,0214IM1100029,DC144067,,,,,,,0,0,4457980.8,,,0,,0,,ILFSC,2014-06-30T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,ABHISHEKS,,0,,4457980.8,,,,0.0,4457980.8,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-06-20T00:00:00.000000,1,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,10,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4457980.8,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN,"TOTAL AMT: INR 4,457,980.80",TOTAL QTY: 23587.20 KGS,,,0.0,0,,,,"NEELON, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,23,1,N,DC144346,0,,SEL,,2014-06-04T00:00:00.000000,S,0,2014-08-19T17:18:15,,2014-06-04T10:43:50,N,2,S,0214IM1100050,DC144346,,,,,,,0,0,4646678.4,,,0,AT SIGHT,0,,ILFSC,2014-07-30T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,4493361.6,,,,0.0,4493361.6,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-07-15T00:00:00.000000,2,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INIDA,,,N,,,,,,,,A,4493361.6,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,NP,0,,N,,N,0.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,KARDED HOSIERY WAXED 2-TWIST COTTON YARN,"TOTAL AMT: INR 4,646,678.40","TOTAL QTY: 23,587.20 KGS",HARMONIC CODE: 5205.13.10,,0.0,0,,,,NEEMRANA,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,23,12,1,N,DC144548,0,,SEL,,2014-07-23T00:00:00.000000,S,0,2014-08-24T17:09:54,,2014-07-23T13:25:15,N,2,S,2314IM1100002,DC144548,,,,,,,0,0,468000.0,,,0,,0,,LCLAS,2014-08-26T00:00:00.000000,,0,,23,,N,N,G,,CD0122,,,SS0358,,0,,468000.0,,,,0.0,468000.0,0,23952316,0,,,BIOMED INTERNATIONAL PVT LTD,,ANY BANK IN INDIA,,,COMDT54243,,23952711,,Y,,BOAN,2014-07-26T00:00:00.000000,0,23562532,0,BHAIRAHAWA CUSTOMS,,N,,FOB,,INR,31,UCP,,,,,INR,,,,23114400,,,,,INDIA,,,N,,,,,,,,A,468000.0,,,,,,,23,N,,,Y,LCLACORSIGHT,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,O.T.TABLE MODEL ELECTROMAC-I WITH ORTHO ATTACHMENT,QTY 3 UNIT,"VALUE INR 468,000.00",HS CODE 9018.49.10,,0.0,0,,,,"DELHI, INDIA",,0,23,,0,,,N,,,Y,,,,DC15011,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
131.59,23,8,1,N,DC144608,0,,SEL,,2014-08-04T00:00:00.000000,S,0,2014-09-04T18:31:16,,2014-08-04T18:12:47,N,2,S,2314IM0300001,DC144608,,,,,,,0,0,35017.5,,,0,AT SIGHT,0,,LCLAS,2014-10-26T00:00:00.000000,,0,,23,,N,N,G,,CD0122,,,NAMRATAM,,0,,35017.5,,,,0.0,35017.5,0,23952304,0,,,BIOMED INTERNATIONAL PVT LTD,,ANY BANK IN GERMANY,EU,,COMDT54243,,23952699,,Y,,BOAN,2014-10-06T00:00:00.000000,0,23562532,0,TIA CUSTOM,,N,,CIF,,EUR,20,UCP,,,,,EUR,,,,23114400,,,,,GERMANY,,,N,,,,,,,,A,35017.5,,,,,,,23,Y,,,Y,LCLACORSIGHT,,0,,,,,DE,0,,N,,N,0.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,MICROSCOPE HS ALLEGRA 900,TOTAL QNTY: 7 PCS,"TOTAL AMT: EURO 35,017.50",HS CODE: 9011.10.90,,0.0,0,,,,"KATHMANDU, NEPAL",,0,23,,0,,,N,,,Y,,,,DC15011,0,,,,,,,N,,,,,,,,,,,,AIR,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,17,1,N,DC144222,0,,SEL,,2014-05-09T00:00:00.000000,S,0,2014-09-21T14:09:28,,2014-05-09T12:20:28,N,2,S,0214IM1100042,DC144222,,,,,,,0,0,4457980.8,,,0,AT SIGHT,0,,ILFSC,2014-06-25T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,4357228.68,,,,0.0,4457980.8,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-06-10T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4357228.68,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,NE 3011 100% CARDED YARN,"TOTAL AMT: INR 4,457,980.80","TOTAL QTY: 23,587.20 KGS",HARMONIC CODE: 5205.13.10,,100752.12,0,,,,NEELON,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,20,1,N,DC144304,0,,SEL,,2014-05-27T00:00:00.000000,S,0,2014-09-21T14:09:45,,2014-05-27T12:42:25,N,2,S,0214IM1100049,DC144304,,,,,,,0,0,2022602.4,,,0,AT SIGHT,0,,ILFSC,2014-07-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,2084836.32,,,,0.0,2022602.4,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-06-30T00:00:00.000000,1,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INIDA,,,N,,,,,,,,A,2084836.32,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,NP,0,,N,,N,5.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,5.0,,,,,,,COTTON YARN FOR KARDED KNITTING,"TOTAL AMT: INR 2,022,602.40",TOTAL QTY: 11793.60 KGS,HARMONIC CODE: 5205.13.10,,38896.2,0,,,,LAMBI,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,14,1,N,DC144427,0,,SEL,,2014-06-24T00:00:00.000000,S,0,2014-09-21T14:10:03,,2014-06-24T15:35:41,N,2,S,0214IM1100059,DC144427,,,,,,,0,0,2268000.0,,,0,AT SIGHT,0,,ILFSC,2014-08-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,2268000.0,,,,0.0,2268000.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-07-31T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INIDA,,,N,,,,,,,,A,2268000.0,,,,,,,2,N,,,Y,DCCHARGES,,0,,,,,NP,0,,N,,N,10.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,10.0,,,,,,,100 COTTON CARDED KNITTING YARN NE 30/1,"TOTAL AMT: INR 2,268,000.00(+-10%)","TOTAL QTY:12,000.00 KGS",HARMONIC CODE: 5205.13.10,,226800.0,0,,,,BATHINDA,,0,02,,0,,,N,,,Y,,,,DC51034,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,12,1,N,DC144440,0,,SEL,,2014-06-26T00:00:00.000000,S,0,2014-09-21T14:10:21,,2014-06-26T14:53:21,N,2,S,0214IM1100062,DC144440,,,,,,,0,0,2886000.0,,,0,AT SIGHT,0,,ILFSC,2014-08-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,2886000.0,,,,0.0,2886000.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-07-30T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,16,UCP,,,,,INR,,,,2103112,,,,,INIDA,,,N,,,,,,,,A,2886000.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,NP,0,,N,,N,10.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,10.0,,,,,,,100 COTTON VISCOSE (85/15)GREY MELANFE FOR KNITTING,"TOTAL AMT: INR 2,886,000.00(+-10%)","TOTAL QTY:12,000.00 KGS",HARMONIC CODE: 5205.23.90,,288600.0,0,,,,BADDI,,0,02,,0,,,N,,,Y,,,,DC51034,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,12,1,N,DC144447,0,,SEL,,2014-06-29T00:00:00.000000,S,0,2014-09-21T14:10:35,,2014-06-29T11:11:36,N,2,S,0214IM1100064,DC144447,,,,,,,0,0,2235794.0,,,0,AT SIGHT,0,,ILFSC,2014-08-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,2235794.0,,,,0.0,2235794.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-07-30T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,16,UCP,,,,,INR,,,,2103112,,,,,INIDA,,,N,,,,,,,,A,2235794.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,NP,0,,N,,N,10.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,10.0,,,,,,,100 COTTON YARM CARDED WAXED FOR KNITTING ON CONE,"TOTAL AMT: INR 2,235,794.00(+-10%)","TOTAL QTY:12,020.40 KGS",HARMONIC CODE: 5205.13.10,,223579.4,0,,,,"LUDHIANA, INDIA",,0,02,,0,,,N,,,Y,,,,DC51034,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
98.1,23,8,1,N,DC144646,0,,SEL,,2014-08-12T00:00:00.000000,S,0,2014-10-09T18:21:51,,2014-08-12T15:23:24,N,2,S,2314IM0200006,DC144646,,,,,,,0,0,84857.0,,,0,,0,,LCLAS,2014-10-05T00:00:00.000000,,0,,23,,N,N,G,,CD0122,,,ABHISHEKS,,0,,84857.0,,,,0.0,84857.0,0,23952334,0,,,BIOMED INTERNATIONAL PVT LTD,,ANY BANK IN SNGAPORE,,,COMDT54243,,23952729,,Y,,BOAN,2014-09-15T00:00:00.000000,0,23562532,0,BIRGUNJ CUSTOMS,,N,,FOB,,USD,20,UCP,,,,,USD,,,,23114400,,,,,SINGAPORE,,,N,,,,,,,,A,84857.0,,,,,,,23,Y,,,Y,LCLACORSIGHT,,0,,,,,SG,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,"SONY DVD, VIDEO PRINTER, ULTRASOUND PAPER, PRINTER PAPE","TOTAL AMT: USD 84,857.00",TOTAL QTY: 15202 NOS,"HARMONIC CODE: 8443.19.00, 4823.40.10",,0.0,0,,,,HONGKONG,,0,23,,0,,,N,,,Y,,,,DC15011,0,,,,,,,N,,,,,,,,,,,,SEA,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,13,1,N,DC144626,0,,SEL,,2014-08-06T00:00:00.000000,S,0,2014-10-14T15:36:35,,2014-08-06T13:47:57,N,2,S,0214IM1100077,DC144626,,,,,,,0,0,4493361.6,,,0,AT SIGHT,0,,LCMDS,2014-10-03T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,4493361.6,,,,0.0,4493361.6,0,2927434,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,2927829,,Y,,BOAN,2014-09-20T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOM OFFICE,,N,,EXW,,INR,13,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4493361.6,,,,,,,2,Y,,,Y,LCMDCORSIGHT,,0,,,,,IN,0,,N,,N,0.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,100% COTTON YARN FRO KARDED KNITTING,TOTAL QNTY: 23587.2 KGS,"TOTA AMT: INR 4,493,361.60",HS CODE:5205.13.10,,0.0,0,,,,LAMBI,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
96.65,22,25,1,N,DC144543,0,,SEL,,2014-07-21T00:00:00.000000,S,0,2014-10-17T15:09:40,,2014-07-21T17:38:35,N,2,S,2214IM0200114,DC144543,,,,,,,0,0,25940.0,,,0,,0,,LCLAS,2014-09-21T00:00:00.000000,,0,,22,,N,N,G,,CD0122,,,SS0358,,0,,24974.2,,,,0.0,22780.0,0,22951149,0,,,MUNNILAL MANGI LAL,,ANY BANK IN HONGKONG,,,COMDT54243,,22951544,,Y,,BOAN,2014-09-05T00:00:00.000000,3,22562131,0,BIRGUNJ CUSTOMS OFFICE,,N,,CIF,,USD,16,UCP,,,,,USD,,,,22133473,,,,,HONGKONG,,,N,,,,,,,,,24974.2,,,,,,,22,Y,,,Y,LCLACORSIGHT,,0,,,,,NP,0,,N,,N,10.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,10.0,,,,,,,POLYESTER DYED FABRICS,QTY 37000 MTR,HS CODE 5407.92.00,,,83.8,0,,,,KOLKATA,,0,22,,0,,,N,,,N,,,,DC54126,0,,,,,,,N,,,,,,,,,,,,SEA,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,8,1,N,DC144734,0,,SEL,,2014-08-29T00:00:00.000000,S,0,2014-10-20T17:36:00.000000,,2014-08-29T14:50:50,N,2,S,0214IM1100080,DC144734,,,,,,,0,0,2022602.4,,,0,,0,,LCMDS,2014-10-20T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,ABHISHEKS,,0,,2022602.4,,,,0.0,2022602.4,0,2927434,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,2927829,,Y,,BOAN,2014-10-05T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,2022602.4,,,,,,,2,Y,,,Y,LCMDCORSIGHT,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN FOR CARDED KNITTING,"TOTAL AMT: INR 2,022,602.40",TOTAL QTY: 11793.60 KGS,HARMONIC CODE: 5205.12.10,,0.0,0,,,,LAMBI,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,13,1,N,DC144865,0,,SEL,,2014-09-26T00:00:00.000000,S,0,2014-11-11T15:54:57,,2014-09-26T15:28:07,N,2,S,0214IM1100091,DC144865,,,,,,,0,0,4127760.0,,,0,AT SIGHT,0,,LCMDS,2014-11-15T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,NAMRATAM,,0,,4127760.0,,,,0.0,4127760.0,0,2927434,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,2927829,,Y,,BOAN,2014-10-30T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,INR,16,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4127760.0,,,,,,,2,Y,,,Y,LCMDCORSIGHT,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON CARDED YARN,"TOTAL AMT: INR 4,127,760.00","TOTAL QTY: 23,587.2 KGS",HS CODE: 5205.13.10,,0.0,0,,,,SANGRUR,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
