rate,sol_id,ts_cnt,bank_id,del_flg,dc_b2kid,insu_amt,insu_num,ratecode,date_clsd,date_opnd,func_code,insu_pcnt,lchg_time,paysys_id,rcre_time,reimb_ind,revoc_flg,tenor_ind,dc_ref_num,dc_text_id,fd_ref_num,free_text1,free_text2,free_text3,free_text4,fwc_sol_id,limit_pcnt,num_reinst,open_value,payable_at,policy_num,reinst_day,tenor_desc,actl_usance,benef_chrgs,dc_reg_type,expiry_date,policy_date,premium_amt,reinst_type,tran_sol_id,appl_ref_num,available_by,deferred_flg,due_date_ind,insu_company,lchg_user_id,licence_code,ovr_drwn_flg,rcre_user_id,stand_by_flg,advance_value,adv_charg_ind,bill_lodg_amt,cntry_valid_1,cntry_valid_2,confirmed_flg,cont_liab_amt,current_value,dc_carved_amt,dc_const_acid,dc_reinst_amt,inw_dc_b2k_id,party_entered,applicant_name,appl_bank_code,available_with,cntry_origin_1,cntry_origin_2,commodity_code,confirmed_pcnt,dc_contra_acid,drawee_details,entity_cre_flg,insured_by_ind,issu_bank_code,last_ship_date,num_amendments,our_party_acid,pc_margin_pcnt,port_of_destin,port_of_origin,red_clause_flg,reinst_remarks,shipment_terms,actl_agent_code,actl_crncy_code,actl_negot_days,applicable_rule,auto_reinst_flg,chrg_ref_code_1,chrg_ref_code_2,chrg_ref_code_3,cont_liab_crncy,extend_conf_flg,interest_detail,islamic_subtype,issu_party_code,min_margin_pcnt,negot_bank_code,nostro_acct_num,place_of_destin,place_of_expiry,place_of_origin,policy_exp_date,pre_adviced_flg,pre_adviced_ref,purch_order_num,reimb_bank_code,tenor_defer_ind,transferee_code,appl_branch_code,benef_party_code,confirmed_by_ind,dc_bill_util_amt,dc_int_avail_amt,dc_tol_avail_amt,drawee_bank_code,foreign_loan_flg,frwrd_cntrct_num,intend_to_export,issu_branch_code,partshipment_flg,pre_adviced_date,purch_order_date,transhipment_flg,actl_dc_chrg_code,advthru_bank_code,agency_commn_pcnt,avlwith_bank_code,capital_adeq_code,confirm_charg_ind,corresp_bank_code,country_of_expiry,dc_bill_fruct_amt,final_expiry_date,house_airways_flg,issu_bank_ref_num,is_entity_islamic,negative_tol_pcnt,negot_branch_code,open_ended_dc_flg,outside_charg_ind,payment_details_1,payment_details_2,payment_details_3,payment_details_4,paysys_free_code1,paysys_free_code2,paysys_free_code3,paysys_free_code4,paysys_free_code5,reimb_branch_code,revolve_freq_type,tot_confirmed_amt,usance_tenor_days,actl_revolving_flg,advising_bank_code,dc_nobill_util_amt,drawee_branch_code,firstadv_bank_code,limit_id_mandatory,other_bank_ref_num,preadvice_cont_flg,actl_max_num_reinst,actl_tolerance_pcnt,advthru_branch_code,applicable_rule_sub,autoreimb_claim_flg,avail_confirmed_amt,avlwith_branch_code,capital_goods_trans,comm_details_text_1,comm_details_text_2,comm_details_text_3,comm_details_text_4,corresp_branch_code,dc_nobill_fruct_amt,interest_addtnl_amt,murabaha_party_code,other_bank_ref_date,reinst_usance_tenor,shipment_terms_desc,transfer_dc_ref_num,usance_tenor_months,advising_branch_code,firstadv_branch_code,interest_addtnl_rate,internal_expiry_date,internal_limits_reqd,actl_back_to_back_flg,advthru_bank_location,coll_auto_reins_chrgs,confirmation_reqd_flg,dc_gen_liab_trans_flg,drawn_on_oth_bank_flg,notification_receiver,our_party_limit_b2kid,purch_order_amend_num,reimb_applicable_rule,revolve_freq_cal_base,revolve_freq_start_dd,revolve_freq_week_day,revolve_freq_week_num,revolve_next_due_date,actl_transferrable_flg,cavrved_tolerance_pcnt,interest_bill_lodg_amt,interest_bill_util_amt,internal_limit_upd_flg,licence_details_text_1,licence_details_text_2,licence_details_text_3,licence_details_text_4,purch_order_amend_date,revolve_freq_hldy_stat,actl_follower_mode_code,actl_shipment_mode_code,auto_renewal_next_cycle,back_to_back_dc_ref_num,interest_bill_fruct_amt,actl_establish_mode_code,interest_nobill_util_amt,interest_reinstament_amt,mtmd_margin_referred_flg,murbaha_third_party_acid,restrict_on_oth_bank_flg,upft_reinst_liab_revl_dc,interest_nobill_fruct_amt,carved_interest_addtnl_amt,goods_for_third_party_flag,updated_at
1.6015,2,22,1,N,DC133184,0,,SEL,,2013-09-11T00:00:00.000000,S,0,2013-12-19T18:42:06,,2013-09-11T19:52:35,N,2,S,0213IM1100026,DC133184,,,,,,,0,0,4634884.8,,,0,,0,,ILFSC,2013-11-30T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,SS0358,,0,,4631375.31,,,,0.0,4634884.8,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2013-11-15T00:00:00.000000,1,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,,4631375.31,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,3509.49,,,,,,0,0.0,,,,,,,COTTON CARDED YARN,HS CODE 52051210,QTY 23587.20 KG,VALUE INR 4634884.80,,0.0,0,,,,HANSI INDIA,,0,02,,0,,,N,,,N,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,13,1,N,DC133373,0,,SEL,,2013-10-27T00:00:00.000000,S,0,2013-12-27T15:09:34,,2013-10-27T15:33:44,N,2,S,0213IM1100034,DC133373,,,,,,,0,0,4599504.0,,,0,,0,,ILFSC,2013-12-15T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,ABHISHEKS,,0,,4599504.0,,,,0.0,4599504.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2013-11-30T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4599504.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,100% COTTON CARDED YARN,"TOTAL AMT: INR 4,599,504.00","TOTAL QTY: 23,587.20 KG",HARMONIC CODE: 5205.13.10,,0.0,0,,,,"LAMBI , INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,8,1,N,DC133419,0,,SEL,,2013-11-10T00:00:00.000000,S,0,2014-01-13T18:08:46,,2013-11-10T16:39:22,N,2,S,0213IM1100037,DC133419,,,,,,,0,0,2965000.0,,,0,,0,,ILFSC,2014-02-05T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,SS0358,,0,,2965000.0,,,,0.0,2965000.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-01-15T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOM SOFFICE,,N,,EXW,,INR,21,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,,2965000.0,,,,,,,2,N,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,MACHINE OF COTTON KNITTED FABRIC WITH STRAITUR SET,QTY 1 SET,HS CODE 84471000,,,0.0,0,,,,LUDHIANA,,0,02,,0,,,N,,,N,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,8,1,N,DC133576,0,,SEL,,2013-12-18T00:00:00.000000,S,0,2014-02-09T14:35:35,,2013-12-18T17:06:03,N,2,S,0213IM1100046,DC133576,,,,,,,0,0,2028499.2,,,0,,0,,ILFSC,2014-02-05T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,ABHISHEKS,,0,,2028499.2,,,,0.0,2028499.2,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INIDA,,,COMDT54243,,24919,,Y,,BOAN,2014-01-20T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,16,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,2028499.2,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN,"TOTAL AMT: INR 2,028,499.20",TOTAL QTY: 172 KG,HARMONIC CODE: 5205.12.10,,0.0,0,,,,"NEELON, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
106.05,30,11,1,N,DC133155,0,,SEL,2014-02-26T00:00:00.000000,2013-09-06T00:00:00.000000,Z,0,2014-02-26T15:38:08,,2013-09-06T14:55:28,N,2,S,3013IM0200075,DC133155,,,,,,,0,0,14000.0,,,0,,0,,ILFSC,2013-10-19T00:00:00.000000,,0,,30,,N,N,G,,SATISHRS,,,SS0358,,0,,14000.0,,,,0.0,0.0,0,30572894,0,,,LOMUS PHARMACEUTICALS PVT LTD,,ANY BANKN IN INDIA,,,COMDT54243,,30573436,,Y,,BOAN,2013-09-28T00:00:00.000000,0,30564520,0,TIA CUSTOMS OFFICE,,N,,FOB,,USD,21,UCP,,,,,USD,,,,30091981,,,,,INDIA,,,N,,,,,,,,,14000.0,,,,,,,30,N,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,"CEFALEXIN COMPACTED,HS CODE 29419020,QTY 50 KG",VALUE USD 2750,"CEFACLOR,HS CODE 29419090,QTY 50 KG",VALUE USD 11250,,0.0,0,,,,MUMBAI,,0,30,,0,,,N,,,N,,,,DC14144,0,,,,,,,N,,,,,,,,,,,,AIR,,,,,,,,,,,,,,2024-08-07 06:42:13.991
98.8,30,11,1,N,DC133294,0,,SEL,2014-02-26T00:00:00.000000,2013-10-04T00:00:00.000000,Z,0,2014-02-26T15:38:18,,2013-10-04T12:58:13,N,2,S,3013IM0200095,DC133294,,,,,,,0,0,20800.0,,,0,,0,,ILFSC,2013-11-30T00:00:00.000000,,0,,30,,N,N,G,,SATISHRS,,,SS0358,,0,,20800.0,,,,0.0,0.0,0,30572894,0,,,LOMUS PHARMACEUTICALS PVT LTD,,ANY BANK IN MALAYSIA,,,COMDT54243,,30573436,,Y,,BOAN,2013-11-15T00:00:00.000000,0,30564520,0,DRYPORT CUSTOMS OFFICE,,N,,CFR,,USD,15,UCP,,,,,USD,,,,30091981,,,,,MALAYSIA,,,N,,,,,,,,,20800.0,,,,,,,30,N,,,Y,DCCHARGES,,0,,,,,MY,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,REFINED GLYCERINE USP,HS CODE 290545000,QTY 20 MT,VALUE USD 20800.00,,0.0,0,,,,KOLKATA,,0,30,,0,,,N,,,N,,,,DC14144,0,,,,,,,N,,,,,,,,,,,,SEA,,,,,,,,,,,,,,2024-08-07 06:42:13.991
98.75,30,15,1,N,DC133361,0,,SEL,2014-02-26T00:00:00.000000,2013-10-24T00:00:00.000000,Z,0,2014-02-26T15:38:42,,2013-10-24T17:18:17,N,2,S,3013IM0200105,DC133361,,,,,,,0,0,33500.0,,,0,,0,,ILFSC,2014-01-20T00:00:00.000000,,0,,30,,N,N,G,,SATISHRS,,,SA0371,,0,,33500.0,,,,0.0,0.0,0,30572894,0,,,LOMUS PHARMACEUTICALS PVT LTD,,ANY BANK,,,COMDT54243,,30573436,,Y,,BOAN,2013-12-20T00:00:00.000000,1,30564520,0,,,N,,CFR,,USD,31,UCP,,,,,USD,,,,30091981,,,,,MALAYSIA,,,N,,,,,,,,,33500.0,,,,,,,30,N,,,N,DCCHARGES,,0,,,,,MY,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,SUCROSE BP (MALAYSIAN WHITE REFINED SUGAR PXX GRADE),HARMONIC CODE: 1701.99.00,QTY: 50MT,,,0.0,0,,,,CALCUTTA,,0,30,,0,,,N,,,N,,,,DC14144,0,,,,,,,N,,,,,,,,,,,,SEA,,,,,,,,,,,,,,2024-08-07 06:42:13.991
99.6,2,8,1,N,DC133590,0,,SEL,,2013-12-22T00:00:00.000000,S,0,2014-03-14T15:26:37,,2013-12-22T16:21:15,N,2,S,0213IM0200130,DC133590,,,,,,,0,0,114150.0,,,0,,0,,ILFSC,2014-03-20T00:00:00.000000,,0,,2,,N,N,G,,CD0122,,,SS0358,,0,,114150.0,,,,0.0,114150.0,0,24898,0,,,RAJAT KNITWEARS,,ANY BANK IN CHINA,,,COMDT54243,,24920,,Y,,BOAN,2014-03-05T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,CIF,,USD,15,UCP,,,,,USD,,,,2103112,,,,,CHINA,,,N,,,,,,,,,114150.0,,,,,,,2,N,,,Y,DCCHARGES,,0,,,,,CN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,KNITTING MACHINE,QTY 7 SETS,VALUE USD 114150,,,0.0,0,,,,KOLKATA,,0,02,,0,,,N,,,N,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,SEA,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,17,1,N,DC143712,0,,SEL,,2014-01-19T00:00:00.000000,S,0,2014-03-23T17:36:34,,2014-01-19T14:02:20,N,2,S,0214IM1100004,DC143712,,,,,,,0,0,4670265.6,,,0,,0,,ILFSC,2014-03-21T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,ABHISHEKS,,0,,4670265.6,,,,0.0,4670265.6,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-02-28T00:00:00.000000,1,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,21,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4670265.6,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN FOR KARDED KNITTING,"TOTAL AMT: INR 4,670,265.60",TOTAL QTY: 198.00 KGS,HARMONIC CODE: 52051310,,0.0,0,,,,"LAMBI, INIDA",,0,02,,0,,,N,,,Y,,,,DC33287,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,17,1,N,DC133481,0,,SEL,,2013-11-28T00:00:00.000000,S,0,2014-04-01T11:18:14,,2013-11-28T16:34:36,N,2,S,0213IM1100042,DC133481,,,,,,,0,0,4304664.0,,,0,,0,,ILFSC,2014-01-05T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,SS0358,,0,,4304664.0,,,,0.0,4304664.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2013-12-20T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOM SOFFICE,,N,,EXW,,INR,16,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,,4304664.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,5.0,,,O,,,,,,,,,,,,,0,N,BOAN,215233.2,,,,,,0,5.0,,,,,,,100 PCT COTTON CARDED YARN,HS CODE 52051210,QTY 23587.20 KGS,VALUE INR 4304664.00,,0.0,0,,,,LAMBI,,0,02,,0,,,N,,,N,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,8,1,N,DC143817,0,,SEL,,2014-02-07T00:00:00.000000,S,0,2014-04-01T13:40:13,,2014-02-07T12:54:38,N,2,S,0214IM1100010,DC143817,,,,,,,0,0,2181816.0,,,0,,0,,ILFSC,2014-04-14T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,ABHISHEKS,,0,,2181816.0,,,,0.0,2181816.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-03-30T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,2181816.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN,"TOTAL AMT: INR 2,181,816.00",TOTAL QTY: 11793.6 KGS,HARMONIC CODE: 5205.12.10,,0.0,0,,,,"NEELON , INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,17,1,N,DC133577,0,,SEL,,2013-12-18T00:00:00.000000,S,0,2014-04-02T17:20:34,,2013-12-18T17:11:23,N,2,S,0213IM1100047,DC133577,,,,,,,0,0,4340044.8,,,0,,0,,ILFSC,2014-02-05T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,ABHISHEKS,,0,,4340044.8,,,,0.0,4340044.8,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INIDA,,,COMDT54243,,24919,,Y,,BOAN,2014-01-20T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,16,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4340044.8,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,5.0,,,O,,,,,,,,,,,,,0,N,BOAN,217002.24,,,,,,0,5.0,,,,,,,COTTON CARDED YARN,"TOTAL AMT: INR 4,340,044.80 (+-5%)",TOTAL QTY: 184 KGS,HARMONIC CODE: 5205.13.10,,0.0,0,,,,"LAMBI, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,12,1,N,DC143816,0,,SEL,,2014-02-07T00:00:00.000000,S,0,2014-04-02T17:21:56,,2014-02-07T12:48:53,N,2,S,0214IM1100009,DC143816,,,,,,,0,0,2252578.0,,,0,,0,,ILFSC,2014-03-15T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,ABHISHEKS,,0,,2252578.0,,,,0.0,2252578.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-02-28T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,2252578.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,5.0,,,O,,,,,,,,,,,,,0,N,BOAN,112628.9,,,,,,0,5.0,,,,,,,COTTON YARN,"TOTAL AMT: INR 2,252,578.00  (+-5%)",TOTAL QTY: 11793.6 KGS,HARMONIC CODE: 5205.12.10,,0.0,0,,,,KOLKATA,,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
99.7,2,14,1,N,DC143871,0,,SEL,,2014-02-23T00:00:00.000000,S,0,2014-04-07T16:18:40,,2014-02-21T13:34:29,N,2,S,0214IM0200035,DC143871,,,,,,,0,0,24213.6,,,0,,0,,ILFSC,2014-04-07T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,SS0358,,0,,22061.28,,,,0.0,24213.6,0,24898,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24920,,Y,,BOAN,2014-03-22T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,USD,16,UCP,,,,,USD,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,22061.28,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,10.0,,,O,,,,,,,,,,,,,0,N,BOAN,4573.68,,,,,,0,10.0,,,,,,,100 PCT VISCOSE KNITTING YARN,QTY 8208 KGS,VALUE USD 24213.60,SH CODE 55101100,,0.0,0,,,,"ATHIKATTOR, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,16,1,N,DC143855,0,,SEL,,2014-02-18T00:00:00.000000,S,0,2014-04-16T13:58:45,,2014-02-18T11:37:20,N,2,S,0214IM1100011,DC143855,,,,,,,0,0,4693852.8,,,0,,0,,ILFSC,2014-03-31T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,SS0358,,0,,4693852.8,,,,0.0,4693852.8,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-03-10T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,INR,21,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,4693852.8,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN FOR KARDED KNITTING,QTY 23587.20 KGS,VALUE INR 4693852.80,,,0.0,0,,,,"LAMBI, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,16,1,N,DC143760,0,,SEL,,2014-01-26T00:00:00.000000,S,0,2014-04-16T15:21:52,,2014-01-26T13:03:06,N,2,S,0214IM1100007,DC143760,,,,,,,0,0,2552861.0,,,0,AT SIGHT,0,,ILFSC,2014-03-10T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,NAMRATAM,,0,,2549713.0,,,,0.0,2552861.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-02-20T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,INR,18,UCP,,,,,INR,,,,2103112,,SCB,,,INDIA,,,N,,,,,,,,A,2549713.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,SCB,,,SCB,IN,0,,N,,N,5.0,SCBCL,,B,,,,,,,,,,,,,0,N,SCB,130791.05,,,,,,0,5.0,,,,,SCBCL,,30K GOKAK 100% COTTON YARN,TOTAL QNTY:12700.80 KGS,"TOTAL AMT:INR 2,552,861(+- 5%)",HS CODE:5205.12.10,SCBCL,0.0,0,,,,KOLKATTA,,0,SCBCL,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,17,1,N,DC144169,0,,SEL,2014-04-30T00:00:00.000000,2014-04-25T00:00:00.000000,Z,0,2014-04-30T15:48:32,,2014-04-25T13:03:50,N,2,S,0214IM1100037,DC144169,,,,,,,0,0,4457980.8,,,0,AT SIGHT,0,,ILFSC,2014-05-30T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,NAMRATAM,,0,,0.0,,,,0.0,0.0,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-05-15T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,,0.0,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,NE 3011 100% CARDIO COTTON YARN,"TOTAL AMT: INR 4,457,980.80","TOTAL QTY: 22,587.20 KGS",HARMONIC CODE: 52051310,,0.0,0,,,, INDIA,,0,02,,0,,,N,,,N,,,,DC45359,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,18,1,N,DC143985,0,,SEL,,2014-03-17T00:00:00.000000,S,0,2014-05-05T16:06:48,,2014-03-17T11:57:58,N,2,S,0214IM1100024,DC143985,,,,,,,0,0,6922843.2,,,0,AT SIGHT,0,,ILFSC,2014-05-04T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,NAMRATAM,,0,,6922843.2,,,,0.0,6922843.2,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,IN,,COMDT54243,,24919,,Y,,BOAN,2014-04-13T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS OFFICE,,N,,EXW,,INR,21,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,6922843.2,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,B,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,100% COTTON YARN FOR KARDED KNITTING,"QTY 35,380.8 KGS","VALUE INR 6,922,843.20",HS CODE: 5205.12.10;5204.13.10,,0.0,0,,,,"LAMBI, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
1.6015,2,8,1,N,DC144068,0,,SEL,,2014-04-01T00:00:00.000000,S,0,2014-05-20T11:57:48,,2014-04-01T13:23:26,N,2,S,0214IM1100030,DC144068,,,,,,,0,0,2087467.2,,,0,,0,,ILFSC,2014-05-30T00:00:00.000000,,0,,2,,N,N,G,,SATISHRS,,,ABHISHEKS,,0,,2087467.2,,,,0.0,2087467.2,0,24896,0,,,RAJAT KNITWEARS,,ANY BANK IN INDIA,,,COMDT54243,,24919,,Y,,BOAN,2014-05-15T00:00:00.000000,0,2559106,0,BIRATNAGAR CUSTOMS,,N,,EXW,,INR,15,UCP,,,,,INR,,,,2103112,,,,,INDIA,,,N,,,,,,,,A,2087467.2,,,,,,,2,Y,,,Y,DCCHARGES,,0,,,,,IN,0,,N,,N,0.0,,,O,,,,,,,,,,,,,0,N,BOAN,0.0,,,,,,0,0.0,,,,,,,COTTON YARN,"TOTAL AMT: INR 2,087,467.20",TOTAL QTY: 11793.60 KGS,,,0.0,0,,,,"NEELON, INDIA",,0,02,,0,,,N,,,Y,,,,DC13997,0,,,,,,,N,,,,,,,,,,,,ROAD,,,,,,,,,,,,,,2024-08-07 06:42:13.991
