acid,eod_date,tran_date_bal,tran_date_tot_tran,value_date_bal,value_date_tot_tran,end_eod_date,lchg_user_id,lchg_time,rcre_user_id,rcre_time,ts_cnt,eab_crncy_code,bank_id,last_pstd_srl_num,last_tran_sequence_num,tran_count,updated_at,year,month,day
AC90312813,2024-02-04 00:00:00.0,202248.7,0.0,202248.7,0.0,2024-02-11 00:00:00.0,FINADMIN,2024-02-13 02:08:55.0,FINADMIN,2024-02-04 23:18:37.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,4
AC50755170,2024-02-01 00:00:00.0,26572.44,0.0,26572.44,0.0,2024-02-01 00:00:00.0,FINADMIN,2024-02-02 22:16:09.0,FINADMIN,2024-02-02 00:11:57.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,1
AC50755170,2024-06-01 00:00:00.0,26586.2,0.0,26586.2,0.0,2024-06-01 00:00:00.0,SYSTEM,2024-06-02 19:41:37.0,SYSTEM,2024-05-31 21:39:26.0,2,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,1
AC38803203,2024-04-01 00:00:00.0,423183.63,348542.0,423183.63,348542.0,2024-04-01 00:00:00.0,FINADMIN,2024-04-02 23:53:50.0,FINADMIN,2024-04-02 00:27:42.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,1
AC73089441,2024-06-01 00:00:00.0,10000.0,0.0,10000.0,0.0,2024-06-01 00:00:00.0,SYSTEM,2024-06-02 19:41:31.0,SYSTEM,2024-05-31 21:39:25.0,2,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,1
AC88509103,2024-02-01 00:00:00.0,329525.0,99025.0,329525.0,99025.0,2024-02-01 00:00:00.0,FINADMIN,2024-02-02 22:15:56.0,FINADMIN,2024-02-02 00:11:34.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,1
AC88509103,2024-03-01 00:00:00.0,458548.37,37375.0,458548.37,37375.0,2024-03-02 00:00:00.0,FINADMIN,2024-03-04 00:19:02.0,FINADMIN,2024-03-01 23:12:57.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,1
AC88509103,2024-05-02 00:00:00.0,325749.0,62590.0,326469.03,62590.0,2024-05-02 00:00:00.0,SYSTEM,2024-06-04 15:02:07.0,SYSTEM,2024-05-02 18:20:01.0,3,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,2
AC88509103,2024-06-02 00:00:00.0,100000.0,-292220.0,100720.03,-292220.0,2024-06-02 00:00:00.0,SYSTEM,2024-06-04 15:02:07.0,SYSTEM,2024-06-02 19:41:51.0,3,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,2
AC47937992,2024-03-01 00:00:00.0,0.0,0.0,0.0,0.0,2024-03-01 00:00:00.0,FINADMIN,2024-03-02 21:51:00.0,FINADMIN,2024-03-01 23:12:10.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,1
AC47937992,2024-04-01 00:00:00.0,0.0,0.0,0.0,0.0,2024-04-01 00:00:00.0,FINADMIN,2024-04-02 23:52:52.0,FINADMIN,2024-04-02 00:26:42.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,1
AC95724234,2024-05-24 00:00:00.0,20000000.0,20000000.0,20000000.0,20000000.0,2099-12-31 00:00:00.0,FINADMIN,2024-05-24 23:09:29.0,FINADMIN,2024-05-24 23:09:29.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,24
AC72445976,2024-02-01 00:00:00.0,10643.74,0.0,10643.74,0.0,2024-02-01 00:00:00.0,FINADMIN,2024-02-02 22:16:09.0,FINADMIN,2024-02-02 00:11:42.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,1
AC78639780,2024-06-01 00:00:00.0,0.0,0.0,0.0,0.0,2024-06-01 00:00:00.0,SYSTEM,2024-06-02 19:42:15.0,SYSTEM,2024-05-31 21:39:30.0,2,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,1
AC48358592,2024-02-03 00:00:00.0,455.97,0.0,455.97,0.0,2024-02-04 00:00:00.0,FINADMIN,2024-02-07 00:39:50.0,FINADMIN,2024-02-03 21:33:38.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,3
AC64920564,2024-02-01 00:00:00.0,100841.41,-116.0,100841.41,-116.0,2024-02-01 00:00:00.0,FINADMIN,2024-02-02 22:15:29.0,FINADMIN,2024-02-02 00:10:42.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,1
AC64920564,2024-06-02 00:00:00.0,1396.49,-16728.0,1396.49,-16728.0,2024-06-02 00:00:00.0,SYSTEM,2024-06-03 17:22:05.0,SYSTEM,2024-06-02 19:42:24.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,2
AC38603772,2024-05-01 00:00:00.0,10974291.06,-6098191.0,10974291.06,-6098191.0,2024-05-01 00:00:00.0,SYSTEM,2024-05-02 15:05:04.0,SYSTEM,2024-05-01 15:03:56.0,2,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,1
AC55917569,2024-03-01 00:00:00.0,10000.0,0.0,10000.0,0.0,2024-03-01 00:00:00.0,FINADMIN,2024-03-02 21:51:05.0,FINADMIN,2024-03-01 23:12:27.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,1
AC55917569,2024-05-01 00:00:00.0,10000.0,0.0,10000.0,0.0,2024-05-01 00:00:00.0,SYSTEM,2024-05-02 15:05:02.0,SYSTEM,2024-05-01 15:03:55.0,2,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,1
AC36353590,2024-04-01 00:00:00.0,14073.81,-9738.0,14073.81,-9738.0,2024-04-01 00:00:00.0,FINADMIN,2024-04-02 23:53:51.0,FINADMIN,2024-04-02 00:27:43.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,1
AC36353590,2024-05-02 00:00:00.0,22644.46,1100.0,22644.46,1100.0,2024-05-02 00:00:00.0,SYSTEM,2024-05-03 15:06:44.0,SYSTEM,2024-05-02 17:48:20.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,2
AC67171098,2024-01-16 00:00:00.0,9823.28,-90.0,9823.28,-90.0,2024-01-17 00:00:00.0,FINADMIN,2024-01-19 04:20:44.0,FINADMIN,2024-01-17 02:06:04.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,16
AC67171098,2024-05-01 00:00:00.0,5009489.49,5940.0,5009489.49,5940.0,2024-05-01 00:00:00.0,SYSTEM,2024-05-02 15:05:06.0,SYSTEM,2024-05-01 15:03:58.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,1
AC82508087,2024-05-07 00:00:00.0,530495.95,-15000.0,530495.95,-15000.0,2024-06-30 00:00:00.0,SYSTEM,2024-07-01 15:01:38.0,FINADMIN,2024-05-08 00:13:23.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,5,7
AC11006910,2024-01-19 00:00:00.0,0.0,-590000.0,0.0,-590000.0,2024-01-19 00:00:00.0,FINADMIN,2024-01-20 01:53:32.0,FINADMIN,2024-01-20 01:53:32.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,19
AC41212226,2024-01-30 00:00:00.0,0.0,-502486.0,0.0,-502486.0,2024-01-30 00:00:00.0,FINADMIN,2024-01-30 23:14:45.0,FINADMIN,2024-01-30 23:14:45.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,30
AC52528253,2024-02-17 00:00:00.0,0.0,-1227000.0,0.0,-1227000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-17 22:41:21.0,FINADMIN,2024-02-17 22:41:21.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,17
AC32867931,2024-02-29 00:00:00.0,0.0,-971904.58,0.0,-971904.58,2024-02-29 00:00:00.0,FINADMIN,2024-03-01 00:43:57.0,FINADMIN,2024-03-01 00:43:57.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,29
AC27727867,2024-04-05 00:00:00.0,20000000.0,20000000.0,20000000.0,20000000.0,2099-12-31 00:00:00.0,FINADMIN,2024-04-05 22:58:49.0,FINADMIN,2024-04-05 22:58:49.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,5
AC30183064,2024-04-08 00:00:00.0,1820000.0,1820000.0,1820000.0,1820000.0,2024-07-07 00:00:00.0,SYSTEM,2024-07-08 15:10:04.0,FINADMIN,2024-04-09 00:30:01.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,8
AC44267238,2024-06-06 00:00:00.0,20000000.0,20000000.0,20000000.0,20000000.0,2099-12-31 00:00:00.0,SYSTEM,2024-06-06 15:53:19.0,SYSTEM,2024-06-06 15:53:19.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,6
AC16582332,2024-04-08 00:00:00.0,202728.11,-635.17,202728.11,-635.17,2024-04-11 00:00:00.0,FINADMIN,2024-04-13 17:45:39.0,FINADMIN,2024-04-09 00:29:32.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,8
AC66082694,2024-04-06 00:00:00.0,0.0,0.0,0.0,0.0,2024-05-05 00:00:00.0,FINADMIN,2024-05-07 00:17:49.0,FINADMIN,2024-04-06 21:13:29.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,6
AC71556642,2024-02-07 00:00:00.0,-1908656.28,7477.86,-1908656.28,7477.86,2024-04-05 00:00:00.0,FINADMIN,2024-04-06 21:13:26.0,FINADMIN,2024-02-07 22:58:45.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,7
AC57197522,2024-01-18 00:00:00.0,0.0,-2140000.0,0.0,-2140000.0,2024-01-18 00:00:00.0,FINADMIN,2024-01-19 04:21:09.0,FINADMIN,2024-01-19 04:21:09.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,18
AC99572015,2024-04-08 00:00:00.0,0.0,-1790000.0,0.0,-1790000.0,2024-04-08 00:00:00.0,FINADMIN,2024-04-09 00:30:02.0,FINADMIN,2024-04-09 00:30:02.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,8
AC41440932,2024-02-09 00:00:00.0,1571958.78,-30000.0,1571958.78,-30000.0,2024-03-16 00:00:00.0,FINADMIN,2024-03-17 23:29:36.0,FINADMIN,2024-02-09 23:21:57.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,9
AC18674572,2024-01-15 00:00:00.0,1000.0,0.0,1000.0,0.0,2024-01-15 00:00:00.0,FINADMIN,2024-01-17 02:05:49.0,FINADMIN,2024-01-15 23:03:57.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,15
AC18674572,2024-03-01 00:00:00.0,1000.0,0.0,1000.0,0.0,2024-03-01 00:00:00.0,FINADMIN,2024-03-02 21:51:31.0,FINADMIN,2024-03-01 23:12:56.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,1
AC18674572,2024-04-01 00:00:00.0,1000.0,0.0,1000.0,0.0,2024-04-01 00:00:00.0,FINADMIN,2024-04-02 23:53:51.0,FINADMIN,2024-04-02 00:27:30.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,1
AC39898161,2024-01-15 00:00:00.0,1099164.18,0.0,1099164.18,0.0,2024-01-15 00:00:00.0,FINADMIN,2024-01-17 02:06:19.0,FINADMIN,2024-01-15 23:04:10.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,15
AC39898161,2024-04-01 00:00:00.0,73768.53,0.0,73768.53,0.0,2024-04-01 00:00:00.0,FINADMIN,2024-04-02 23:54:13.0,FINADMIN,2024-04-02 00:28:13.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,1
AC95816171,2024-01-15 00:00:00.0,32041.86,0.0,32041.86,0.0,2024-01-15 00:00:00.0,FINADMIN,2024-01-17 02:05:09.0,FINADMIN,2024-01-15 23:03:32.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,15
AC95816171,2024-02-01 00:00:00.0,1146341.86,-200000.0,1146341.86,-200000.0,2024-02-01 00:00:00.0,FINADMIN,2024-02-02 22:15:29.0,FINADMIN,2024-02-02 00:10:39.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,1
AC95816171,2024-03-01 00:00:00.0,32626.86,0.0,32626.86,0.0,2024-03-01 00:00:00.0,FINADMIN,2024-03-02 21:51:05.0,FINADMIN,2024-03-01 23:12:19.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,1
AC95816171,2024-04-01 00:00:00.0,803091.86,-900000.0,803091.86,-900000.0,2024-04-01 00:00:00.0,FINADMIN,2024-04-02 23:53:04.0,FINADMIN,2024-04-02 00:26:54.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,1
AC16074515,2024-01-21 00:00:00.0,12500.0,2500.0,12500.0,2500.0,2024-02-20 00:00:00.0,FINADMIN,2024-02-21 23:09:56.0,FINADMIN,2024-01-21 23:59:02.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,21
AC16074515,2024-06-21 00:00:00.0,22500.0,2500.0,22500.0,2500.0,2099-12-31 00:00:00.0,FINADMIN,2024-06-21 23:10:15.0,FINADMIN,2024-06-21 23:10:15.0,0,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,6,21
AC24096475,2024-02-10 00:00:00.0,12500.0,2500.0,12500.0,2500.0,2024-03-09 00:00:00.0,FINADMIN,2024-03-11 01:26:50.0,FINADMIN,2024-02-10 20:57:11.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,10
AC24096475,2024-04-10 00:00:00.0,17500.0,2500.0,17500.0,2500.0,2024-05-09 00:00:00.0,FINADMIN,2024-05-10 23:33:22.0,FINADMIN,2024-04-11 03:09:11.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,4,10
AC36388884,2024-01-18 00:00:00.0,-820366.49,34642.6,-820366.49,34642.6,2024-02-12 00:00:00.0,FINADMIN,2024-02-13 23:33:42.0,FINADMIN,2024-01-19 04:20:31.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,18
AC36388884,2024-02-13 00:00:00.0,-801662.67,18703.82,-801662.67,18703.82,2024-05-15 00:00:00.0,FINADMIN,2024-05-16 23:57:34.0,FINADMIN,2024-02-13 23:33:42.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,13
AC89686122,2024-03-05 00:00:00.0,149896.66,-34966.45,149896.66,-34966.45,2024-03-07 00:00:00.0,FINADMIN,2024-03-08 20:19:38.0,FINADMIN,2024-03-05 23:57:53.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,5
AC54231965,2024-01-18 00:00:00.0,0.0,0.0,0.0,0.0,2024-02-12 00:00:00.0,FINADMIN,2024-02-13 23:33:51.0,FINADMIN,2024-01-19 04:20:38.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,18
AC54231965,2024-02-13 00:00:00.0,0.0,0.0,0.0,0.0,2024-05-15 00:00:00.0,FINADMIN,2024-05-16 23:57:41.0,FINADMIN,2024-02-13 23:33:51.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,13
AC22239436,2024-01-17 00:00:00.0,76924.75,10000.0,76924.75,10000.0,2024-01-17 00:00:00.0,FINADMIN,2024-01-19 04:20:38.0,FINADMIN,2024-01-18 07:20:19.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,1,17
AC22239436,2024-03-04 00:00:00.0,5814.75,5000.0,5814.75,5000.0,2024-03-14 00:00:00.0,FINADMIN,2024-03-16 00:26:57.0,FINADMIN,2024-03-05 01:07:21.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,4
AC56711805,2024-03-18 00:00:00.0,-4928483.37,7923.38,-4928483.37,7923.38,2024-04-27 00:00:00.0,SYSTEM,2024-04-28 17:11:50.0,FINADMIN,2024-03-18 23:22:35.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,18
AC41960086,2024-02-11 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-11 23:48:54.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,11
AC82532736,2024-02-11 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-11 23:48:54.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,11
AC67888637,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC39551691,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC27073945,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC14690970,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC74949764,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC63593045,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-17 00:00:00.0,FINADMIN,2024-02-18 23:49:54.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC48333010,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-14 00:00:00.0,FINADMIN,2024-02-16 23:10:18.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC84349808,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-14 00:00:00.0,FINADMIN,2024-02-16 23:10:18.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC97793130,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-14 00:00:00.0,FINADMIN,2024-02-16 23:10:18.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC77151224,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-14 00:00:00.0,FINADMIN,2024-02-16 23:10:18.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC68005461,2024-02-14 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-14 00:00:00.0,FINADMIN,2024-02-16 23:10:18.0,FINADMIN,2024-02-15 01:14:26.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,14
AC32998203,2024-02-22 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 01:15:59.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,22
AC17717829,2024-02-22 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 01:15:59.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,22
AC28820233,2024-02-22 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 01:15:59.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,22
AC28820233,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC67252714,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC21730402,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC67588955,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC62095854,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC61329842,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC51056866,2024-02-22 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 01:15:59.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,22
AC56070384,2024-02-22 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 01:15:59.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,22
AC56070384,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC23955335,2024-02-22 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 01:15:59.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,22
AC23955335,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC53910553,2024-02-23 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-02-23 22:27:36.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,23
AC53910553,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:41.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC48986379,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC52708503,2024-02-23 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-02-25 00:00:00.0,FINADMIN,2024-02-26 23:47:28.0,FINADMIN,2024-02-23 22:27:36.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,23
AC67193584,2024-02-29 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-03-01 00:44:08.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,29
AC67193584,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC67995579,2024-02-29 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-03-01 00:44:08.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,29
AC67995579,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC51090428,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC36179888,2024-02-29 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-03-01 00:44:08.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,29
AC34445569,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC74198539,2024-02-29 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-03-01 00:44:08.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,29
AC58864197,2024-02-29 00:00:00.0,10000.0,10000.0,10000.0,10000.0,2024-03-06 00:00:00.0,FINADMIN,2024-03-07 23:46:09.0,FINADMIN,2024-03-01 00:44:08.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,2,29
AC58864197,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
AC87047748,2024-03-07 00:00:00.0,0.0,-10000.0,0.0,-10000.0,2024-03-08 00:00:00.0,FINADMIN,2024-03-08 18:05:42.0,FINADMIN,2024-03-07 23:46:09.0,1,NPR,1,0,0,0,2024-07-30 11:45:30.870,2024,3,7
