ts_cnt,bank_id,del_flg,lchg_time,rcre_time,crncy_code,end_slab_amt,int_tbl_code,lchg_user_id,qis_int_pcnt,rcre_user_id,nrml_int_pcnt,tot_mod_times,begin_slab_amt,chore_int_pcnt,clean_int_pcnt,entity_cre_flg,penal_int_pcnt,int_tbl_ver_num,qis_portion_ind,int_slab_srl_num,nrml_portion_ind,chore_portion_ind,clean_portion_ind,penal_portion_ind,int_slab_dr_cr_flg,updated_at
1,1,N,2007-09-12T12:23:40,2007-09-12T12:22:29,NPR,99999999999999.98,SBCAL,BPD2,0,BPD1,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-13T11:30:21,2007-09-13T11:29:53,NPR,99999999999999.98,ZERO,BPD2,0,BPD1,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,D,2024-08-07 06:50:22.386
1,1,N,2007-09-14T17:00:24,2007-09-14T16:59:30,NPR,99999999999999.98,1.25,BPD3,0,FINADM,1.25,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-14T17:21:40,2007-09-14T17:21:17,NPR,99999999999999.98,3.50,BPD3,0,FINADM,3.5,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-18T12:06:29,2007-09-18T12:04:20,USD,99999999999999.98,ZERO,BPD3,0,BPD1,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,D,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:14:02,2007-09-21T11:11:38,EUR,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:15:37,2007-09-21T11:15:16,GBP,99999999999999.98,ZERO,BPD2,0,FINADM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:37:44,2007-09-21T11:37:30,JPY,1e+16,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:39:01,2007-09-21T11:38:52,AUD,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:40:14,2007-09-21T11:40:05,INR,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:41:37,2007-09-21T11:41:28,CAD,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:42:53,2007-09-21T11:42:41,CHF,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:44:07,2007-09-21T11:43:55,SGD,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:45:22,2007-09-21T11:45:12,HKD,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:46:33,2007-09-21T11:46:24,DKK,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:47:51,2007-09-21T11:47:43,SEK,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:48:56,2007-09-21T11:48:47,CNY,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:50:08,2007-09-21T11:49:59,SAR,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:51:14,2007-09-21T11:51:06,QAR,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:52:21,2007-09-21T11:52:12,AED,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:53:25,2007-09-21T11:53:16,MYR,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-09-21T11:54:29,2007-09-21T11:54:22,THB,99999999999999.98,ZERO,FINADM,0,BPD2,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2007-12-23T10:37:37,2007-12-23T10:37:21,NPR,99999999999999.98,0.00,FINADM,0,BAPINR,0.0,0,0.0,0,0,Y,0,1,,1,,,,,D,2024-08-07 06:50:22.386
1,1,N,2007-12-23T10:37:37,2007-12-23T10:37:21,NPR,99999999999999.98,0.00,FINADM,0,BAPINR,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2008-01-15T12:56:30,2008-01-15T12:56:03,USD,99999999999999.98,ZERO,BAPINR,0,FINADM,0.0,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2008-02-25T19:45:41,2008-02-25T19:44:34,USD,99999999999999.98,ZERO,FINADM,0,BAPINR,0.0,0,0.0,0,0,Y,0,3,,1,,,,,D,2024-08-07 06:50:22.386
1,1,N,2008-05-27T09:52:53,2008-05-27T09:52:07,USD,99999999999999.98,ZERO,FINADM,0,BAPINR,0.0,0,0.0,0,0,Y,0,4,F,1,F,F,F,F,D,2024-08-07 06:50:22.386
1,1,N,2008-05-27T09:52:53,2008-05-27T09:52:07,USD,99999999999999.98,ZERO,FINADM,0,BAPINR,0.0,0,0.0,0,0,Y,0,4,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2008-07-15T12:33:29,2008-07-15T12:31:42,EUR,99999999999999.98,ZERO,RAJESHKM,0,BAPINR,0.0,0,0.0,0,0,Y,0,2,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2008-07-15T12:33:29,2008-07-15T12:31:42,EUR,99999999999999.98,ZERO,RAJESHKM,0,BAPINR,0.0,0,0.0,0,0,Y,0,2,,1,,,,,D,2024-08-07 06:50:22.386
1,1,N,2009-04-30T18:27:05,2009-04-30T17:58:12,NPR,999.99,SBKBK,RAJESHKM,0,ISHWORI,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2009-04-30T18:27:05,2009-04-30T17:58:12,NPR,99999999999999.98,SBKBK,RAJESHKM,0,ISHWORI,7.5,0,1000.0,0,0,Y,0,1,,2,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2009-05-15T14:15:53,2009-05-15T13:00:55,NPR,99999999999999.98,SBKBK,BAPINR,0,RAJESHKM,7.5,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2009-07-21T16:43:44,2009-07-21T16:40:50,EUR,99999999999999.98,SBCAL,RAJESHKM,0,ISHWORI,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2009-07-21T16:44:00.000000,2009-07-21T16:41:35,USD,99999999999999.98,SBCAL,RAJESHKM,0,ISHWORI,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2009-10-17T20:00:43,2009-10-17T19:52:12,NPR,99999999999999.98,SBKBK,ISHWORI,0,RAJESHKM,5.5,0,0.0,0,0,Y,0,3,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,500000.0,SBDBS,BAPINR,0,RAJESHKM,7.0,0,250000.01,0,0,Y,0,1,,3,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,1000000.0,SBDBS,BAPINR,0,RAJESHKM,7.5,0,500000.01,0,0,Y,0,1,,4,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,250000.0,SBDBS,BAPINR,0,RAJESHKM,6.5,0,100000.01,0,0,Y,0,1,,2,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,100000.0,SBDBS,BAPINR,0,RAJESHKM,6.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,2500000.0,SBDBS,BAPINR,0,RAJESHKM,8.0,0,1000000.01,0,0,Y,0,1,,5,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,99999999999999.98,SBDBS,BAPINR,0,RAJESHKM,10.0,0,20000000.01,0,0,Y,0,1,,9,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,5000000.0,SBDBS,BAPINR,0,RAJESHKM,8.5,0,2500000.01,0,0,Y,0,1,,6,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,10000000.0,SBDBS,BAPINR,0,RAJESHKM,9.0,0,5000000.01,0,0,Y,0,1,,7,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-04-26T15:28:44,2010-04-26T15:21:37,NPR,20000000.0,SBDBS,BAPINR,0,RAJESHKM,9.5,0,10000000.01,0,0,Y,0,1,,8,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-07-30T12:07:31,2010-07-30T11:12:06,NPR,99999999999999.98,1.25,BAPINR,0,RAJESHKM,1.25,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2010-07-30T12:07:31,2010-07-30T11:12:06,NPR,99999999999999.98,1.25,BAPINR,0,RAJESHKM,1.25,0,0.0,0,0,Y,3,2,,1,F,,,F,D,2024-08-07 06:50:22.386
1,1,N,2010-07-30T12:08:24,2010-07-30T11:25:37,NPR,99999999999999.98,3.50,BAPINR,0,RAJESHKM,3.5,0,0.0,0,0,Y,3,2,,1,F,,,F,D,2024-08-07 06:50:22.386
1,1,N,2010-07-30T12:08:24,2010-07-30T11:25:37,NPR,99999999999999.98,3.50,BAPINR,0,RAJESHKM,3.5,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2011-02-01T10:55:21,2011-02-01T10:20:38,NPR,99999999999999.98,SBKBK,BAPINR,0,RAJESHKM,6.0,0,0.0,0,0,Y,0,4,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2011-02-01T11:00:17,2011-02-01T10:23:04,NPR,99999999999999.98,SBDBS,BAPINR,0,RAJESHKM,8.0,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2011-06-23T17:13:02,2011-06-23T17:08:53,KRW,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,F,1,F,F,F,F,D,2024-08-07 06:50:22.386
1,1,N,2011-06-23T17:13:02,2011-06-23T17:08:53,KRW,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2012-05-24T16:17:46,2012-05-24T15:47:05,NPR,99999999999999.98,SBKBK,BAPINR,0,RAJESHKM,5.0,0,0.0,0,0,Y,0,5,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2012-05-24T16:20:13,2012-05-24T15:50:27,NPR,99999999999999.98,SBDBS,BAPINR,0,RAJESHKM,7.0,0,0.0,0,0,Y,0,3,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2012-05-31T12:53:08,2012-05-31T12:46:06,NPR,99999999999999.98,SBKBK,BAPINR,0,ISHWORI,5.0,0,0.0,0,0,Y,0,6,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2012-08-30T15:54:01,2012-08-30T10:13:07,NPR,99999999999999.98,SBKBK,BAPINR,0,RAJESHKM,4.0,0,0.0,0,0,Y,0,7,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2012-08-30T15:55:43,2012-08-30T10:17:04,NPR,99999999999999.98,SBDBS,BAPINR,0,RAJESHKM,6.0,0,0.0,0,0,Y,0,4,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2012-12-16T12:25:18,2012-12-16T10:22:37,NPR,99999999999999.98,SBDBS,ISHWORI,0,RAJESHKM,5.5,0,0.0,0,0,Y,0,5,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-15T14:19:19,2013-06-15T14:03:05,NPR,99999999999999.98,SBKBK,BAPINR,0,RAJESHKM,3.5,0,0.0,0,0,Y,0,8,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-15T14:20:53,2013-06-15T14:06:17,NPR,99999999999999.98,SBDBS,BAPINR,0,RAJESHKM,5.0,0,0.0,0,0,Y,0,6,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-17T11:06:13,2013-06-17T11:04:39,GLM,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-17T11:06:26,2013-06-17T11:05:01,GLP,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-17T11:06:38,2013-06-17T11:05:36,SLP,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-17T11:06:46,2013-06-17T11:05:19,SLB,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-20T15:13:43,2013-06-20T15:11:25,FRF,99999999999999.98,ZERO,BPD3,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-20T15:13:48,2013-06-20T15:11:48,DEM,99999999999999.98,ZERO,BPD3,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-20T15:13:54,2013-06-20T15:12:08,ITL,99999999999999.98,ZERO,BPD3,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-06-20T15:14:09,2013-06-20T15:12:25,NLG,99999999999999.98,ZERO,BPD3,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-07-03T19:03:02,2013-07-03T18:46:20,NPR,99999999999999.98,ZERO,RAJESHKM,0,BAPINR,0.0,0,0.0,0,0,Y,0,2,,1,F,,,,D,2024-08-07 06:50:22.386
1,1,N,2013-07-03T19:03:02,2013-07-03T18:46:20,NPR,99999999999999.98,ZERO,RAJESHKM,0,BAPINR,0.0,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-08-13T15:23:04,2013-08-13T12:08:10,USD,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,5,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-08-15T15:16:42,2013-08-15T14:56:52,USD,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,6,,1,,,,,D,2024-08-07 06:50:22.386
1,1,N,2013-08-15T15:16:42,2013-08-15T14:56:52,USD,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,6,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-08-27T10:49:45,2013-08-27T10:37:57,GBP,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,2,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2013-08-27T10:49:45,2013-08-27T10:37:57,GBP,99999999999999.98,ZERO,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,2,,1,,,,,D,2024-08-07 06:50:22.386
1,1,N,2014-01-14T17:28:40,2014-01-14T17:25:35,KWD,99999999999999.98,ZERO,ISHWORI,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-01-14T23:29:54,2014-01-14T20:10:33,NPR,99999999999999.98,SBKBK,ISHWORI,0,RAJESHKM,3.0,0,0.0,0,0,Y,0,9,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-01-14T23:33:27,2014-01-14T20:21:04,NPR,99999999999999.98,SBDBS,ISHWORI,0,RAJESHKM,4.5,0,0.0,0,0,Y,0,7,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-03-14T15:47:42,2014-03-14T15:47:18,BHD,99999999999999.98,ZERO,ISHWORI,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,D,2024-08-07 06:50:22.386
1,1,N,2014-03-14T15:47:42,2014-03-14T15:47:18,BHD,99999999999999.98,ZERO,ISHWORI,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-04-14T03:37:12,2014-04-14T03:31:52,NPR,99999999999999.98,SBKBK,ISHWORI,0,RAJESHKM,3.0,0,0.0,0,0,Y,0,10,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-04-14T03:40:53,2014-04-14T03:37:51,NPR,99999999999999.98,SBDBS,ISHWORI,0,RAJESHKM,4.5,0,0.0,0,0,Y,0,8,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-04-29T14:52:52,2014-04-28T16:17:14,NPR,99999999999999.98,SD006,BAPINR,0,RAJESHKM,4.5,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-04-29T15:00:04,2014-04-28T17:06:54,USD,99999999999999.98,SD015,BAPINR,0,RAJESHKM,0.25,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-06-26T11:15:31,2014-06-26T10:59:45,NPR,99999999999999.98,SBSOC,BAPINR,0,ISHWORI,3.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-01T11:11:18,2014-07-01T10:27:10,NPR,99999999999999.98,SBDBS,BAPINR,0,RAJESHKM,4.0,0,0.0,0,0,Y,0,9,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-06T13:21:36,2014-07-03T17:40:56,NPR,99999999999999.98,SD006,BAPINR,0,RAJESHKM,4.0,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-07T16:53:41,2014-07-07T16:29:01,NPR,299999.99,CL001,BAPINR,0,RAJESHKM,6.0,0,100000.0,0,0,Y,0,1,,3,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-07T16:53:41,2014-07-07T16:29:01,NPR,99999999999999.98,CL001,BAPINR,0,RAJESHKM,6.5,0,300000.0,0,0,Y,0,1,,4,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-07T16:53:41,2014-07-07T16:29:01,NPR,2499.99,CL001,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,1,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-07T16:53:41,2014-07-07T16:29:01,NPR,99999.99,CL001,BAPINR,0,RAJESHKM,5.5,0,2500.0,0,0,Y,0,1,,2,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-07-07T16:55:06,2014-07-03T17:56:01,USD,99999999999999.98,SD015,BAPINR,0,RAJESHKM,0.25,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-08-26T16:47:31,2014-08-26T16:29:34,NPR,2499.99,CL001,BAPINR,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,2,,1,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-08-26T16:47:31,2014-08-26T16:29:34,NPR,99999.99,CL001,BAPINR,0,RAJESHKM,5.0,0,2500.0,0,0,Y,0,2,,2,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-08-26T16:47:31,2014-08-26T16:29:34,NPR,299999.99,CL001,BAPINR,0,RAJESHKM,5.5,0,100000.0,0,0,Y,0,2,,3,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-08-26T16:47:31,2014-08-26T16:29:34,NPR,99999999999999.98,CL001,BAPINR,0,RAJESHKM,6.0,0,300000.0,0,0,Y,0,2,,4,F,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-11-13T16:07:23,2013-06-20T15:11:02,CAD,99999999999999.98,ZERO,ISHWORI,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,2,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-11-13T16:10:18,2013-08-27T11:14:51,INR,99999999999999.98,ZERO,ISHWORI,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,2,,1,,,,,C,2024-08-07 06:50:22.386
1,1,N,2014-11-13T16:10:18,2013-08-27T11:14:51,INR,99999999999999.98,ZERO,ISHWORI,0,RAJESHKM,0.0,0,0.0,0,0,Y,0,2,,1,,,,,D,2024-08-07 06:50:22.386
