acid,ts_cnt,adj_amt,bank_id,del_flg,srl_num,tran_id,adj_date,dmd_date,shdl_num,lchg_time,rcre_time,tran_date,dmd_flow_id,dmd_srl_num,lchg_user_id,rcre_user_id,oflow_adj_flg,waiver_record,waiver_srl_num,part_tran_srl_num,updated_at
AC84517231,0,42961.86,1,N,2,S26992028,2023-07-10T00:00:00.000000,2023-07-01T00:00:00.000000,4,2023-07-10T22:45:15,2023-07-10T22:45:15,2023-07-10T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,16,2024-08-07 06:50:53.621
AC38297548,0,3819.89,1,N,1,S26992136,2023-07-10T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-10T22:45:25,2023-07-10T22:45:25,2023-07-10T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,14,2024-08-07 06:50:53.621
AC84517231,0,7532.74,1,N,1,S26992136,2023-07-10T00:00:00.000000,2023-07-01T00:00:00.000000,4,2023-07-10T22:45:25,2023-07-10T22:45:25,2023-07-10T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,10,2024-08-07 06:50:53.621
AC39239172,0,20000.0,1,N,2,S27023880,2023-07-10T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-10T23:27:56,2023-07-10T23:27:56,2023-07-10T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,14,2024-08-07 06:50:53.621
AC88184196,0,6414.26,1,N,1,S27306304,2023-07-11T00:00:00.000000,2023-07-01T00:00:00.000000,1,2023-07-11T15:54:05,2023-07-11T15:54:05,2023-07-11T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC88184196,0,14282.41,1,N,3,S27306369,2023-07-11T00:00:00.000000,2023-07-01T00:00:00.000000,1,2023-07-11T15:54:13,2023-07-11T15:54:13,2023-07-11T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC15071859,0,41573.99,1,N,2,S27530507,2023-07-11T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-11T23:30:28,2023-07-11T23:30:28,2023-07-11T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,18,2024-08-07 06:50:53.621
AC15071859,0,9017.94,1,N,1,S27530563,2023-07-11T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-11T23:30:33,2023-07-11T23:30:33,2023-07-11T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,14,2024-08-07 06:50:53.621
AC35880416,0,26984.86,1,N,1,S27946412,2023-07-12T00:00:00.000000,2023-05-01T00:00:00.000000,3,2023-07-12T20:47:35,2023-07-12T20:47:35,2023-07-12T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC35880416,0,4544.41,1,N,1,S27946455,2023-07-12T00:00:00.000000,2023-05-01T00:00:00.000000,3,2023-07-12T20:47:43,2023-07-12T20:47:43,2023-07-12T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC35880416,0,27350.54,1,N,1,S27946501,2023-07-12T00:00:00.000000,2023-06-01T00:00:00.000000,3,2023-07-12T20:47:50,2023-07-12T20:47:50,2023-07-12T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC35880416,0,4385.06,1,N,1,S27946537,2023-07-12T00:00:00.000000,2023-06-01T00:00:00.000000,3,2023-07-12T20:47:58,2023-07-12T20:47:58,2023-07-12T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC55006188,0,8700.82,1,N,1,S27974305,2023-07-12T00:00:00.000000,2023-07-12T00:00:00.000000,2,2023-07-12T22:42:21,2023-07-12T22:42:21,2023-07-12T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,10,2024-08-07 06:50:53.621
AC30759555,0,4934.55,1,N,2,S29180659,2023-07-15T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-15T13:51:50,2023-07-15T13:51:50,2023-07-15T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC30759555,0,16869.86,1,N,1,S29180704,2023-07-15T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-15T13:51:56,2023-07-15T13:51:56,2023-07-15T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC20860374,0,28.88,1,N,1,S30139144,2023-07-16T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-17T03:00:03,2023-07-17T03:00:03,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,38,2024-08-07 06:50:53.621
AC37872032,0,61273.83,1,N,1,S30191159,2023-07-16T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-17T03:58:39,2023-07-17T03:58:39,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,52,2024-08-07 06:50:53.621
AC46091145,0,21.71,1,N,1,S30268042,2023-07-16T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-17T05:05:14,2023-07-17T05:05:14,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,6,2024-08-07 06:50:53.621
AC44054040,0,19555.48,1,N,1,S30317230,2023-07-16T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-17T06:02:16,2023-07-17T06:02:16,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,52,2024-08-07 06:50:53.621
AC28051723,0,52.75,1,N,1,S30325672,2023-07-16T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-17T06:10:05,2023-07-17T06:10:05,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,12,2024-08-07 06:50:53.621
AC39239172,0,6947.25,1,N,3,S30326145,2023-07-16T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-17T06:10:36,2023-07-17T06:10:36,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,78,2024-08-07 06:50:53.621
AC11235070,0,35662.74,1,N,1,S30344338,2023-07-16T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-17T06:24:05,2023-07-17T06:24:05,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,24,2024-08-07 06:50:53.621
AC35880416,0,8865.78,1,N,1,S30360162,2023-07-16T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-17T06:44:14,2023-07-17T06:44:14,2023-07-16T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,28,2024-08-07 06:50:53.621
AC46091145,0,131.78,1,N,2,S33333723,2023-07-23T00:00:00.000000,2023-07-16T00:00:00.000000,1,2023-07-23T21:03:37,2023-07-23T21:03:37,2023-07-23T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC45914738,0,5720.9,1,N,2,S33333920,2023-07-23T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-23T21:04:03,2023-07-23T21:04:03,2023-07-23T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC46091145,0,11660.91,1,N,1,S34455061,2023-07-26T00:00:00.000000,2023-06-19T00:00:00.000000,1,2023-07-26T14:17:26,2023-07-26T14:17:26,2023-07-26T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC39239172,0,10000.0,1,N,4,S34673972,2023-07-26T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-07-26T21:39:33,2023-07-26T21:39:33,2023-07-26T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC84517231,0,10579.55,1,N,1,S37130553,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,4,2023-08-01T20:09:55,2023-08-01T20:09:55,2023-08-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,8,2024-08-07 06:50:53.621
AC30759555,0,778.5,1,N,1,S37137509,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-01T20:17:37,2023-08-01T20:17:37,2023-08-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,8,2024-08-07 06:50:53.621
AC45914738,0,4759.26,1,N,1,S37154510,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-01T20:41:14,2023-08-01T20:41:14,2023-08-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,10,2024-08-07 06:50:53.621
AC45914738,0,11948.18,1,N,1,S37155005,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-01T20:41:46,2023-08-01T20:41:46,2023-08-01T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,22,2024-08-07 06:50:53.621
AC88184196,0,276.89,1,N,1,S37157204,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-08-01T20:45:09,2023-08-01T20:45:09,2023-08-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,18,2024-08-07 06:50:53.621
AC27364136,0,406.49,1,N,1,S37165414,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,4,2023-08-01T20:54:31,2023-08-01T20:54:31,2023-08-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,6,2024-08-07 06:50:53.621
AC81589306,0,22105.71,1,N,1,S37178436,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-01T21:13:01,2023-08-01T21:13:01,2023-08-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,68,2024-08-07 06:50:53.621
AC81589306,0,23473.39,1,N,1,S37178778,2023-08-01T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-01T21:13:29,2023-08-01T21:13:29,2023-08-01T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,64,2024-08-07 06:50:53.621
AC39284614,0,11979.58,1,N,1,S37594461,2023-08-02T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-08-02T20:31:57,2023-08-02T20:31:57,2023-08-02T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,6,2024-08-07 06:50:53.621
AC39284614,0,751.19,1,N,1,S37594572,2023-08-02T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-08-02T20:32:04,2023-08-02T20:32:04,2023-08-02T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,6,2024-08-07 06:50:53.621
AC39239172,0,3440.16,1,N,1,S37842613,2023-08-03T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-08-03T12:52:59,2023-08-03T12:52:59,2023-08-03T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC39239172,0,15908.86,1,N,5,S37842665,2023-08-03T00:00:00.000000,2023-07-01T00:00:00.000000,3,2023-08-03T12:53:06,2023-08-03T12:53:06,2023-08-03T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC39239172,0,50.98,1,N,1,S38150004,2023-08-03T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-04T02:02:07,2023-08-04T02:02:07,2023-08-03T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,10,2024-08-07 06:50:53.621
AC89267875,0,80567.37,1,N,2,S38290620,2023-08-04T00:00:00.000000,2023-07-01T00:00:00.000000,7,2023-08-04T12:29:32,2023-08-04T12:29:32,2023-08-04T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC89267875,0,16500.0,1,N,1,S38290678,2023-08-04T00:00:00.000000,2023-07-01T00:00:00.000000,7,2023-08-04T12:29:39,2023-08-04T12:29:39,2023-08-04T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC89267875,0,14431.96,1,N,2,S38365688,2023-08-04T00:00:00.000000,2023-07-01T00:00:00.000000,7,2023-08-04T15:13:06,2023-08-04T15:13:06,2023-08-04T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC89267875,0,3856.69,1,N,3,S39760650,2023-08-07T00:00:00.000000,2023-07-01T00:00:00.000000,7,2023-08-07T17:29:59,2023-08-07T17:29:59,2023-08-07T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC89267875,0,3143.31,1,N,1,S39893116,2023-08-07T00:00:00.000000,2023-08-01T00:00:00.000000,7,2023-08-07T22:08:40,2023-08-07T22:08:40,2023-08-07T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC88184196,0,30000.0,1,N,2,S41859369,2023-08-11T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-08-11T22:03:08,2023-08-11T22:03:08,2023-08-11T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC55006188,0,16841.96,1,N,1,S42467276,2023-08-13T00:00:00.000000,2023-07-12T00:00:00.000000,2,2023-08-13T17:03:14,2023-08-13T17:03:14,2023-08-13T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC55006188,0,3095.61,1,N,2,S42467330,2023-08-13T00:00:00.000000,2023-07-12T00:00:00.000000,2,2023-08-13T17:03:22,2023-08-13T17:03:22,2023-08-13T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC55006188,0,1062.43,1,N,1,S42600008,2023-08-13T00:00:00.000000,2023-08-12T00:00:00.000000,2,2023-08-13T21:58:44,2023-08-13T21:58:44,2023-08-13T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,16,2024-08-07 06:50:53.621
AC15071859,0,42527.14,1,N,1,S43095831,2023-08-14T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-14T22:34:21,2023-08-14T22:34:21,2023-08-14T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,6,2024-08-07 06:50:53.621
AC15071859,0,8159.66,1,N,1,S43095931,2023-08-14T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-14T22:34:28,2023-08-14T22:34:28,2023-08-14T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,8,2024-08-07 06:50:53.621
AC37872032,0,62549.92,1,N,1,S44491610,2023-08-17T00:00:00.000000,2023-08-17T00:00:00.000000,1,2023-08-17T23:33:11,2023-08-17T23:33:11,2023-08-17T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,24,2024-08-07 06:50:53.621
AC44054040,0,410.8,1,N,1,S44504564,2023-08-17T00:00:00.000000,2023-08-17T00:00:00.000000,1,2023-08-18T00:00:35,2023-08-18T00:00:35,2023-08-17T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,36,2024-08-07 06:50:53.621
AC11235070,0,36.44,1,N,1,S44518737,2023-08-17T00:00:00.000000,2023-08-17T00:00:00.000000,1,2023-08-18T00:27:39,2023-08-18T00:27:39,2023-08-17T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC11235070,0,23000.0,1,N,2,S46054083,2023-08-20T00:00:00.000000,2023-08-17T00:00:00.000000,1,2023-08-20T22:43:29,2023-08-20T22:43:29,2023-08-20T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC38297548,0,54168.29,1,N,1,S47451630,2023-08-23T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-23T21:56:22,2023-08-23T21:56:22,2023-08-23T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,8,2024-08-07 06:50:53.621
AC84517231,0,38798.92,1,N,2,S47451630,2023-08-23T00:00:00.000000,2023-08-01T00:00:00.000000,4,2023-08-23T21:56:22,2023-08-23T21:56:22,2023-08-23T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC38297548,0,2643.15,1,N,1,S47451716,2023-08-23T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-23T21:56:33,2023-08-23T21:56:33,2023-08-23T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,8,2024-08-07 06:50:53.621
AC84517231,0,6529.81,1,N,1,S47451716,2023-08-23T00:00:00.000000,2023-08-01T00:00:00.000000,4,2023-08-23T21:56:33,2023-08-23T21:56:33,2023-08-23T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,6,2024-08-07 06:50:53.621
AC11235070,0,13269.97,1,N,3,S47964064,2023-08-24T00:00:00.000000,2023-08-17T00:00:00.000000,1,2023-08-24T22:52:41,2023-08-24T22:52:41,2023-08-24T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC30759555,0,4544.49,1,N,2,S48638151,2023-08-26T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-26T17:32:21,2023-08-26T17:32:21,2023-08-26T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC30759555,0,16937.24,1,N,1,S48638245,2023-08-26T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-08-26T17:32:28,2023-08-26T17:32:28,2023-08-26T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC88184196,0,10000.0,1,N,3,S49673731,2023-08-28T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-08-28T20:56:14,2023-08-28T20:56:14,2023-08-28T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC27364136,0,42149.61,1,N,2,S50700210,2023-08-30T00:00:00.000000,2023-08-01T00:00:00.000000,4,2023-08-30T22:31:14,2023-08-30T22:31:14,2023-08-30T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC27364136,0,11857.75,1,N,1,S50700322,2023-08-30T00:00:00.000000,2023-08-01T00:00:00.000000,4,2023-08-30T22:31:19,2023-08-30T22:31:19,2023-08-30T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC84517231,0,2812.79,1,N,1,S51538330,2023-09-01T00:00:00.000000,2023-09-01T00:00:00.000000,4,2023-09-01T20:38:10,2023-09-01T20:38:10,2023-09-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,52,2024-08-07 06:50:53.621
AC27364136,0,977.84,1,N,1,S51572093,2023-09-01T00:00:00.000000,2023-09-01T00:00:00.000000,4,2023-09-01T21:14:39,2023-09-01T21:14:39,2023-09-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC15071859,0,271.41,1,N,1,S51588991,2023-09-01T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-01T21:34:28,2023-09-01T21:34:28,2023-09-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,90,2024-08-07 06:50:53.621
AC81589306,0,19917.86,1,N,1,S51624825,2023-09-01T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-01T22:23:29,2023-09-01T22:23:29,2023-09-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,48,2024-08-07 06:50:53.621
AC45914738,0,2278.05,1,N,1,S51624875,2023-09-01T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-01T22:23:37,2023-09-01T22:23:37,2023-09-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,90,2024-08-07 06:50:53.621
AC81589306,0,2050.95,1,N,2,S52632780,2023-09-03T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-03T23:01:29,2023-09-03T23:01:29,2023-09-03T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,30,2024-08-07 06:50:53.621
AC81589306,0,23610.29,1,N,1,S52632874,2023-09-03T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-03T23:01:38,2023-09-03T23:01:38,2023-09-03T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,26,2024-08-07 06:50:53.621
AC39284614,0,12014.21,1,N,1,S52639008,2023-09-03T00:00:00.000000,2023-09-01T00:00:00.000000,1,2023-09-03T23:09:04,2023-09-03T23:09:04,2023-09-03T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,16,2024-08-07 06:50:53.621
AC39284614,0,716.56,1,N,1,S52639140,2023-09-03T00:00:00.000000,2023-09-01T00:00:00.000000,1,2023-09-03T23:09:14,2023-09-03T23:09:14,2023-09-03T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,14,2024-08-07 06:50:53.621
AC15071859,0,42343.73,1,N,2,S53737593,2023-09-05T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-06T00:24:04,2023-09-06T00:24:04,2023-09-05T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,10,2024-08-07 06:50:53.621
AC15071859,0,8071.66,1,N,1,S53737656,2023-09-05T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-06T00:24:12,2023-09-06T00:24:12,2023-09-05T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC37872032,0,55394.33,1,N,1,S59709086,2023-09-17T00:00:00.000000,2023-09-17T00:00:00.000000,1,2023-09-18T03:34:25,2023-09-18T03:34:25,2023-09-17T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,22,2024-08-07 06:50:53.621
AC89267875,0,10000.0,1,N,2,S59710814,2023-09-17T00:00:00.000000,2023-08-01T00:00:00.000000,7,2023-09-18T03:37:35,2023-09-18T03:37:35,2023-09-17T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,20,2024-08-07 06:50:53.621
AC11235070,0,23.13,1,N,1,S59763953,2023-09-17T00:00:00.000000,2023-09-17T00:00:00.000000,1,2023-09-18T05:25:52,2023-09-18T05:25:52,2023-09-17T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,10,2024-08-07 06:50:53.621
AC11235070,0,36043.89,1,N,2,S61097917,2023-09-20T00:00:00.000000,2023-09-17T00:00:00.000000,1,2023-09-20T21:14:25,2023-09-20T21:14:25,2023-09-20T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC30759555,0,5253.57,1,N,1,S62361706,2023-09-23T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-23T18:29:10,2023-09-23T18:29:10,2023-09-23T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC30759555,0,14746.43,1,N,1,S62361787,2023-09-23T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-23T18:29:19,2023-09-23T18:29:19,2023-09-23T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC88184196,0,5492.78,1,N,1,S63220262,2023-09-25T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-09-25T15:32:07,2023-09-25T15:32:07,2023-09-25T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC88184196,0,5154.04,1,N,4,S63220331,2023-09-25T00:00:00.000000,2023-08-01T00:00:00.000000,1,2023-09-25T15:32:15,2023-09-25T15:32:15,2023-09-25T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC39239172,0,2242.44,1,N,1,S63222192,2023-09-25T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-09-25T15:35:58,2023-09-25T15:35:58,2023-09-25T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC39239172,0,54102.69,1,N,2,S63222301,2023-09-25T00:00:00.000000,2023-08-01T00:00:00.000000,3,2023-09-25T15:36:07,2023-09-25T15:36:07,2023-09-25T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC89267875,0,57000.0,1,N,3,S63302053,2023-09-25T00:00:00.000000,2023-08-01T00:00:00.000000,7,2023-09-25T18:04:11,2023-09-25T18:04:11,2023-09-25T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC39239172,0,3654.87,1,N,1,S63418364,2023-09-25T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-25T22:40:51,2023-09-25T22:40:51,2023-09-25T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC88184196,0,353.18,1,N,1,S63466726,2023-09-25T00:00:00.000000,2023-09-01T00:00:00.000000,1,2023-09-25T23:29:25,2023-09-25T23:29:25,2023-09-25T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC89267875,0,11638.84,1,N,4,S64388385,2023-09-27T00:00:00.000000,2023-08-01T00:00:00.000000,7,2023-09-27T22:50:43,2023-09-27T22:50:43,2023-09-27T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC89267875,0,33561.16,1,N,1,S64388385,2023-09-27T00:00:00.000000,2023-09-01T00:00:00.000000,7,2023-09-27T22:50:43,2023-09-27T22:50:43,2023-09-27T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC45914738,0,2289.07,1,N,2,S65698961,2023-09-30T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-30T18:19:27,2023-09-30T18:19:27,2023-09-30T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,4,2024-08-07 06:50:53.621
AC45914738,0,12140.32,1,N,1,S65699115,2023-09-30T00:00:00.000000,2023-09-01T00:00:00.000000,3,2023-09-30T18:19:34,2023-09-30T18:19:34,2023-09-30T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
AC81589306,0,19938.76,1,N,1,S66291172,2023-10-01T00:00:00.000000,2023-10-01T00:00:00.000000,3,2023-10-02T00:03:39,2023-10-02T00:03:39,2023-10-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,60,2024-08-07 06:50:53.621
AC45914738,0,4497.36,1,N,1,S66319794,2023-10-01T00:00:00.000000,2023-10-01T00:00:00.000000,3,2023-10-02T00:46:45,2023-10-02T00:46:45,2023-10-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,18,2024-08-07 06:50:53.621
AC45914738,0,3065.25,1,N,1,S66320061,2023-10-01T00:00:00.000000,2023-10-01T00:00:00.000000,3,2023-10-02T00:47:13,2023-10-02T00:47:13,2023-10-01T00:00:00.000000,PRDEM,1,SYSTEM,SYSTEM, , ,,38,2024-08-07 06:50:53.621
AC15071859,0,51.25,1,N,1,S66335051,2023-10-01T00:00:00.000000,2023-10-01T00:00:00.000000,3,2023-10-02T01:08:57,2023-10-02T01:08:57,2023-10-01T00:00:00.000000,INDEM,1,SYSTEM,SYSTEM, , ,,2,2024-08-07 06:50:53.621
