mer_code,mer_ense,mer_iden,mer_loca,mer_token,mer_ammf_ide,mer_ban_code,mer_bra_code,mer_cit_code,mer_com_code,mer_mag_code,mer_map_code,mer_mca_code,mer_mer_code,mer_mgr_code,mer_mpr_code,mer_per_code,mer_pmg_code,mer_pmo_code,mer_pro_code,mer_slb_code,mer_visa_mvv,mer_acti_code,mer_amex_iden,mer_capi_amou,mer_chba_moun,mer_chba_year,mer_cheq_name,mer_cnss_numb,mer_comm_moun,mer_comm_year,mer_comp_type,mer_cont_numb,mer_corp_name,mer_crea_date,mer_fees_moun,mer_fees_year,mer_gene_stat,mer_grou_acco,mer_impr_numb,mer_lice_numb,mer_migs_flag,mer_pare_flag,mer_pour_moun,mer_pour_year,mer_pseu_iden,mer_requ_moun,mer_requ_year,mer_sign_date,mer_sire_numb,mer_spli_flag,mer_stat_code,mer_stat_date,mer_stat_freq,mer_stat_supp,mer_term_numb,mer_turn_moun,mer_turn_year,mer_upda_date,mer_chba_moun_g,mer_chba_year_2,mer_chba_year_3,mer_chba_year_g,mer_comm_moun_g,mer_comm_year_2,mer_comm_year_3,mer_comm_year_g,mer_fees_moun_g,mer_fees_year_2,mer_fees_year_3,mer_fees_year_g,mer_pour_moun_g,mer_pour_year_2,mer_pour_year_3,mer_pour_year_g,mer_requ_moun_g,mer_requ_year_2,mer_requ_year_3,mer_requ_year_g,mer_turn_moun_g,mer_turn_year_2,mer_turn_year_3,mer_turn_year_g,mer_acqu_inst_id,mer_card_acce_id,mer_card_acce_id2,mer_chba_year_2_g,mer_chba_year_3_g,mer_comm_year_2_g,mer_comm_year_3_g,mer_cur_code_refe,mer_defa_acc_code,mer_fees_year_2_g,mer_fees_year_3_g,mer_merchant_card,mer_pour_year_2_g,mer_pour_year_3_g,mer_requ_year_2_g,mer_requ_year_3_g,mer_stat_per_code,mer_turn_year_2_g,mer_turn_year_3_g,mer_chba_last_year,mer_comm_effe_date,mer_comm_last_year,mer_comm_regi_numb,mer_fees_last_year,mer_fisc_iden_numb,mer_last_paym_date,mer_last_stat_date,mer_pour_last_year,mer_requ_last_year,mer_turn_last_year,mer_chba_last_year_g,mer_comm_last_year_g,mer_fees_last_year_g,mer_pour_last_year_g,mer_requ_last_year_g,mer_turn_last_year_g,mer_grou_indi_f060_05,updated_at
2473461,BHAWA KELME LADIES AND SPORTS WEAR,100756515247516,"DURBARMARG, KATHMANDU",,,1,5247.0,68821.0,2141321,,457701.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,83.0,,,,,,,,,3,,BHAWA KELME LADIES AND SPORTS WEAR,2023-08-24T10:25:55,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T10:25:55,P,M,1.0,,,2023-08-24T10:25:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558459,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473861,M.G. ELECTRONICS AND HOME APPLIANCES,100757325247522,"BATISPUTALI, KATHMANDU",,,1,5236.0,68821.0,2063861,,457721.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,M.G. ELECTRONICS AND HOME APPLIANCES,2023-08-24T12:40:26,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:26,P,M,1.0,,,2023-08-24T12:40:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558479,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473881,SAJINA KIRANA PASAL,100754115247523,"CHANDRAPUR, RAUTHAHAT",,,1,5205.0,67661.0,2008441,,457741.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,15.0,,,,,,,,,3,,SAJINA KIRANA PASAL,2023-08-24T12:40:27,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:27,P,M,1.0,,,2023-08-24T12:40:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558480,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473921,HILE KANJIROWA MAKALU HOTEL PVT. LTD.,100770115247507,"HILE, DHANKUTA",,,1,5282.0,66061.0,2017001,,457781.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,5.0,,,,,,,,,3,,HILE KANJIROWA MAKALU HOTEL PVT. LTD.,2023-08-24T12:40:28,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:28,P,M,1.0,,,2023-08-24T12:40:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558482,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473901,SHUVA PRAKRITI AGRO MULTIPURPOSE,100707635247524,"KOTESWOR, KATHMANDU",,,1,5236.0,68821.0,2008701,,457761.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1015300.0,,,,,,,,,3,,SHUVA PRAKRITI AGRO MULTIPURPOSE,2023-08-24T12:40:28,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:28,P,M,1.0,,,2023-08-24T12:40:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558481,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473941,AADITYA HOTEL FULL A C,100770115247513,"JEETPUR, BARA",,,1,5293.0,67021.0,2149301,,457801.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,5.0,,,,,,,,,3,,AADITYA HOTEL FULL A C,2023-08-24T12:40:29,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:29,P,M,1.0,,,2023-08-24T12:40:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558483,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473961,A.G. NETWORK PVT LTD,100727415247518,"TILOTTAMA, RUPANDEHI",,,1,5242.0,70601.0,2008421,,457821.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1015140.0,,,,,,,,,3,,A.G. NETWORK PVT LTD,2023-08-24T12:40:30,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:30,P,M,1.0,,,2023-08-24T12:40:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558484,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2473981,LALIGURANSH TRADERS,100757325247515,"BHADRAPUR, JHAPA",,,1,5204.0,88981.0,2017001,,457841.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,LALIGURANSH TRADERS,2023-08-24T12:40:30,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:30,P,M,1.0,,,2023-08-24T12:40:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558485,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474001,ANJUSHREE STORE,100757325247509,"MAHENDRAPATH, SUNSARI",,,1,5230.0,66761.0,2149321,,457861.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,ANJUSHREE STORE,2023-08-24T12:40:31,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:31,P,M,1.0,,,2023-08-24T12:40:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558486,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474021,VALLEY BAZAR PRIVATE LIMITED,100757325247510,"JORPATI, KATHMANDU",,,1,5236.0,68821.0,2063861,,457881.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,VALLEY BAZAR PRIVATE LIMITED,2023-08-24T12:40:31,,,,Y,,,N,,,,,,,2023-08-24T00:00:00.000000,,,1,2023-08-24T12:40:31,P,M,1.0,,,2023-08-24T12:40:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2558487,,,,,,,,2.0,,,,2023-08-24T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474261,GOODNESS PIZZA GARDEN,100758145247532,"BIRAUTA, KASKI",,,1,5386.0,69561.0,2017001,,458101.0,1,,7641.0,66841.0,2.0,1201.0,3,,,,72.0,,,,,,,,,3,,GOODNESS PIZZA GARDEN,2023-08-27T13:59:46,,,,Y,,,N,,,,,,,2023-08-27T00:00:00.000000,,,1,2023-08-27T13:59:46,P,M,1.0,,,2023-08-27T13:59:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566699,,,,,,,,2.0,,,,2023-08-27T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474301,SULAV BAZAR PRIVATE LIMITED,100757325247529,"CHABAHIL , KATHMANDU",,,1,5200.0,68821.0,2015041,,458141.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,SULAV BAZAR PRIVATE LIMITED,2023-08-27T13:59:47,,,,Y,,,N,,,,,,,2023-08-27T00:00:00.000000,,,1,2023-08-27T13:59:47,P,M,1.0,,,2023-08-27T13:59:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566701,,,,,,,,2.0,,,,2023-08-27T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474281,DESPERATE NEPAL TRAVEL AND TOURS PVT LTD,100747225247527,"KMC 16, KATHMANDU",,,1,5190.0,68821.0,2017001,,458121.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1.0,,,,,,,,,3,,DESPERATE NEPAL TRAVEL AND TOURS PVT LTD,2023-08-27T13:59:47,,,,Y,,,N,,,,,,,2023-08-27T00:00:00.000000,,,1,2023-08-27T13:59:47,P,M,1.0,,,2023-08-27T13:59:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566700,,,,,,,,2.0,,,,2023-08-27T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474321,SHRESTHA BASTRA BHANDAR,100756915247530,"HULAKTOLE, DHANKUTA",,,1,5228.0,66061.0,2008681,,458161.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1013600.0,,,,,,,,,3,,SHRESTHA BASTRA BHANDAR,2023-08-27T13:59:48,,,,Y,,,N,,,,,,,2023-08-27T00:00:00.000000,,,1,2023-08-27T13:59:48,P,M,1.0,,,2023-08-27T13:59:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566702,,,,,,,,2.0,,,,2023-08-27T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474341,HANA BITES RESTAURANT,100758145247531,"BATTISPUTALI, KATHMANDU",,,1,5162.0,68821.0,2008601,,458181.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,72.0,,,,,,,,,3,,HANA BITES RESTAURANT,2023-08-27T13:59:48,,,,Y,,,N,,,,,,,2023-08-27T00:00:00.000000,,,1,2023-08-27T13:59:48,P,M,1.0,,,2023-08-27T13:59:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566703,,,,,,,,2.0,,,,2023-08-27T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474701,SHAKYA POWER SOLUTION,100757325247538,"GWARKO, LALITPUR",,,1,5273.0,69161.0,2008641,,458541.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,SHAKYA POWER SOLUTION,2023-08-28T15:12:11,,,,Y,,,N,,,,,,,2023-08-28T00:00:00.000000,,,1,2023-08-28T15:12:11,P,M,1.0,,,2023-08-28T15:12:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566821,,,,,,,,2.0,,,,2023-08-28T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2474681,K.C. STORE,100754115247537,"IMADOL, LALITPUR",,,1,5273.0,69161.0,2008641,,458521.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,15.0,,,,,,,,,3,,K.C. STORE,2023-08-28T15:12:11,,,,Y,,,N,,,,,,,2023-08-28T00:00:00.000000,,,1,2023-08-28T15:12:11,P,M,1.0,,,2023-08-28T15:12:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566820,,,,,,,,2.0,,,,2023-08-28T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475061,BBSM BIRTAMOD,100754115247534,"BIRTAMOD, JHAPA",,,1,5425.0,66221.0,2157301,,458901.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,15.0,,,,,,,,,3,,BBSM BIRTAMOD,2023-08-29T15:36:25,,,,Y,,,N,,,,,,,2023-08-29T00:00:00.000000,,,1,2023-08-29T15:36:25,P,M,1.0,,,2023-08-29T15:36:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566959,,,,,,,,2.0,,,,2023-08-29T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475461,SULTAN,100756515247539,"BISHAL BAZAR, KATHMANDU",,,1,5385.0,68821.0,2010281,,458921.0,1,,,66841.0,2.0,1201.0,3,,,,83.0,,,,,,,,,3,,SULTAN,2023-08-29T16:43:35,,,,Y,,,N,,,,,,,2023-08-29T00:00:00.000000,,,1,2023-08-29T16:43:35,P,M,1.0,,,2023-08-29T16:43:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566985,,,,,,,,2.0,,,,2023-08-29T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475481,SUNDAY'S SUN RESTAURANT,100758125247540,"KHICHAPOKHARI, KATHMANDU",,,1,5384.0,68821.0,2049301,,458961.0,1,,,65241.0,2.0,1201.0,3,,,,10.0,,,,,,,,,3,,SUNDAY'S SUN RESTAURANT,2023-08-29T16:43:36,,,,Y,,,N,,,,,,,2023-08-29T00:00:00.000000,,,1,2023-08-29T16:43:36,P,M,1.0,,,2023-08-29T16:43:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566986,,,,,,,,2.0,,,,2023-08-29T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475501,CLOUDSANJAL TECHNOLOGY PVT. LTD.,100757325247541,"RAMSHAHPATH, KATHMANDU",,,1,5236.0,68821.0,2009401,,458981.0,1,,,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,CLOUDSANJAL TECHNOLOGY PVT. LTD.,2023-08-29T16:43:37,,,,Y,,,N,,,,,,,2023-08-29T00:00:00.000000,,,1,2023-08-29T16:43:37,P,M,1.0,,,2023-08-29T16:43:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566987,,,,,,,,2.0,,,,2023-08-29T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475521,HARI KISHAN TRADERS,100756615247535,"BHADRAPUR, JHAPA",,,1,5204.0,66261.0,2008421,,459001.0,1,,,66841.0,2.0,1201.0,3,,,,25.0,,,,,,,,,3,,HARI KISHAN TRADERS,2023-08-29T16:43:38,,,,Y,,,N,,,,,,,2023-08-29T00:00:00.000000,,,1,2023-08-29T16:43:38,P,M,1.0,,,2023-08-29T16:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2566988,,,,,,,,2.0,,,,2023-08-29T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475861,SUMIRAN FURNITURE AND SUPPLIERS,100757125247545,"PEPSICOLA , KATHMANDU",,,1,5402.0,68821.0,2009401,,459301.0,1,,7641.0,66841.0,2.0,1201.0,3,,,,9.0,,,,,,,,,3,,SUMIRAN FURNITURE AND SUPPLIERS,2023-09-03T11:38:57,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:38:57,P,M,1.0,,,2023-09-03T11:38:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567479,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475881,M. KHATRI AND ASSOCIATES,100789315247546,"BUTWAL, RUPANDEHI",,,1,5240.0,70581.0,2010201,,459321.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1015000.0,,,,,,,,,3,,M. KHATRI AND ASSOCIATES,2023-09-03T11:38:58,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:38:58,P,M,1.0,,,2023-09-03T11:38:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567480,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475921,BIBEK MOTORCYCLE WORKSHOP,100755715247548,"GAURADAHA, JHAPA",,,1,5260.0,88981.0,2008681,,459361.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1013540.0,,,,,,,,,3,,BIBEK MOTORCYCLE WORKSHOP,2023-09-03T11:38:59,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:38:59,P,M,1.0,,,2023-09-03T11:38:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567482,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475901,THE B.S SUPPLIERS,100757325247547,"BIRTAMODE, JHAPA",,,1,5188.0,88981.0,2141321,,459341.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,THE B.S SUPPLIERS,2023-09-03T11:38:59,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:38:59,P,M,1.0,,,2023-09-03T11:38:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567481,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475941,YUNISHA AIRCONDITION,100776295247549,"SINAMANGAL, KATHMANDU",,,1,5236.0,68821.0,2024321,,459381.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1014580.0,,,,,,,,,3,,YUNISHA AIRCONDITION,2023-09-03T11:39:00.000000,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:39:00.000000,P,M,1.0,,,2023-09-03T11:39:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567483,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475981,NAMO BUDDHA ORNAMENTS,100759445247551,"KOTESHWOR, KATHMANDU",,,1,5198.0,68821.0,2008541,,459421.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,2.0,,,,,,,,,3,,NAMO BUDDHA ORNAMENTS,2023-09-03T11:39:01,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:39:01,P,M,1.0,,,2023-09-03T11:39:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567485,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2475961,RADHASWAMI FANCY STORE,100756515247550,"DHARAN, SUNSARI",,,1,5230.0,66761.0,2141321,,459401.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,83.0,,,,,,,,,3,,RADHASWAMI FANCY STORE,2023-09-03T11:39:01,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:39:01,P,M,1.0,,,2023-09-03T11:39:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567484,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476001,ANURAG & ARPANA ENTERPRISES,100727415247552,"BUDDHANAGAR, KATHMANDU",,,1,5402.0,68821.0,2009401,,459441.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1015140.0,,,,,,,,,3,,ANURAG & ARPANA ENTERPRISES,2023-09-03T11:39:02,,,,Y,,,N,,,,,,,2023-09-03T00:00:00.000000,,,1,2023-09-03T11:39:02,P,M,1.0,,,2023-09-03T11:39:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2567486,,,,,,,,2.0,,,,2023-09-03T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476261,OSIS CAFE AND SEKUWA CORNER,100758145247553,"GOLBAZAR, SIRAHA",,,1,5266.0,68421.0,2010281,,459701.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,72.0,,,,,,,,,3,,OSIS CAFE AND SEKUWA CORNER,2023-09-04T14:46:03,,,,Y,,,N,,,,,,,2023-09-04T00:00:00.000000,,,1,2023-09-04T14:46:03,P,M,1.0,,,2023-09-04T14:46:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2569579,,,,,,,,2.0,,,,2023-09-04T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476281,RAMECHHAP FANCY STORE,100756915247555,"NEW BANESHWOR , KATHMANDU",,,1,5442.0,68821.0,2049301,,459721.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,1013600.0,,,,,,,,,3,,RAMECHHAP FANCY STORE,2023-09-04T14:46:06,,,,Y,,,N,,,,,,,2023-09-04T00:00:00.000000,,,1,2023-09-04T14:46:06,P,M,1.0,,,2023-09-04T14:46:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2569580,,,,,,,,2.0,,,,2023-09-04T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476321,FOREVER ELECTRONICS,100757325247557,"NAYABAZAR, KATHMANDU",,,1,5455.0,68821.0,2017001,,459761.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,112.0,,,,,,,,,3,,FOREVER ELECTRONICS,2023-09-04T14:46:07,,,,Y,,,N,,,,,,,2023-09-04T00:00:00.000000,,,1,2023-09-04T14:46:07,P,M,1.0,,,2023-09-04T14:46:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2569582,,,,,,,,2.0,,,,2023-09-04T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476301,CLOUD KITCHEN NEPAL PRIVATE LIMITED,100758125247556,"THAMEL, KATHMANDU",,,1,5473.0,68821.0,2049301,,459741.0,1,,7641.0,66841.0,2.0,1201.0,3,,,,10.0,,,,,,,,,3,,CLOUD KITCHEN NEPAL PRIVATE LIMITED,2023-09-04T14:46:07,,,,Y,,,N,,,,,,,2023-09-04T00:00:00.000000,,,1,2023-09-04T14:46:07,P,M,1.0,,,2023-09-04T14:46:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2569581,,,,,,,,2.0,,,,2023-09-04T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476341,SUIT EXPRESS TAILORING SHOP,100756975247558,"BAGBAZAR, KATHMANDU",,,1,5136.0,68821.0,2009401,,459781.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,116.0,,,,,,,,,3,,SUIT EXPRESS TAILORING SHOP,2023-09-04T14:46:08,,,,Y,,,N,,,,,,,2023-09-04T00:00:00.000000,,,1,2023-09-04T14:46:08,P,M,1.0,,,2023-09-04T14:46:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2569583,,,,,,,,2.0,,,,2023-09-04T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476361,KRR FOOD AND BEVERAGE PRIVATE LIMITED,100758145247554,"DURBARMARG, KATHMANDU",,,1,5309.0,68821.0,2021381,,459801.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,72.0,,,,,,,,,3,,KRR FOOD AND BEVERAGE PRIVATE LIMITED,2023-09-04T14:46:09,,,,Y,,,N,,,,,,,2023-09-04T00:00:00.000000,,,1,2023-09-04T14:46:09,P,M,1.0,,,2023-09-04T14:46:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2569584,,,,,,,,2.0,,,,2023-09-04T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476661,MAHOTSAV RESTAURANT AND BAR,100758125247542,"LAL DURBAR, KATHMANDU",,,1,5375.0,68821.0,2009501,,460101.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,10.0,,,,,,,,,3,,MAHOTSAV RESTAURANT AND BAR,2023-09-05T12:43:42,,,,Y,,,N,,,,,,,2023-09-05T00:00:00.000000,,,1,2023-09-05T12:43:42,P,M,1.0,,,2023-09-05T12:43:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2573779,,,,,,,,2.0,,,,2023-09-05T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476681,PLUS SIZE NEPAL PRIVATE LIMITED,100756215247543,"BASUNDHARA, KATHMANDU",,,1,5436.0,68821.0,2010301,,460121.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,12.0,,,,,,,,,3,,PLUS SIZE NEPAL PRIVATE LIMITED,2023-09-05T12:43:43,,,,Y,,,N,,,,,,,2023-09-05T00:00:00.000000,,,1,2023-09-05T12:43:43,P,M,1.0,,,2023-09-05T12:43:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2573780,,,,,,,,2.0,,,,2023-09-05T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2476701,THE WAY,100756515247536,"DHARAN, SUNSARI",,,1,5230.0,66761.0,2148501,,460141.0,1,,7641.0,65241.0,2.0,1201.0,3,,,,83.0,,,,,,,,,3,,THE WAY,2023-09-05T12:55:34,,,,Y,,,N,,,,,,,2023-09-05T00:00:00.000000,,,1,2023-09-05T12:55:34,P,M,1.0,,,2023-09-05T12:55:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2573781,,,,,,,,2.0,,,,2023-09-05T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
2477061,HOTEL SAURAHA GAIDA HOUSE,100770115247559,"RATNANAGAR, SAURAHA",,,1,5445.0,68641.0,2011821,,460501.0,1,,7641.0,66841.0,2.0,1201.0,3,,,,5.0,,,,,,,,,3,,HOTEL SAURAHA GAIDA HOUSE,2023-09-05T16:00:07,,,,Y,,,N,,,,,,,2023-09-05T00:00:00.000000,,,1,2023-09-05T16:00:07,P,M,1.0,,,2023-09-05T16:00:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,2575799,,,,,,,,2.0,,,,2023-09-05T00:00:00.000000,,,,,,,,,,,,,,,,,2024-08-07 07:05:05.898
